ID,PAAC2_A,PAAC2_C,PAAC2_D,PAAC2_E,PAAC2_F,PAAC2_G,PAAC2_H,PAAC2_I,PAAC2_K,PAAC2_L,PAAC2_M,PAAC2_N,PAAC2_P,PAAC2_Q,PAAC2_R,PAAC2_S,PAAC2_T,PAAC2_V,PAAC2_W,PAAC2_Y,PAAC2_lam1,PAAC2_lam2
seq398,1.6894,0.0,0.8447,0.0,2.5342,4.2236,0.8447,0.8447,0.8447,1.6894,0.8447,0.0,0.0,0.8447,0.0,2.5342,1.6894,3.3789,0.8447,0.8447,0.08,0.0753
seq399,0.0,0.8328,0.0,1.6655,0.8328,1.6655,0.8328,1.6655,0.0,3.331,0.0,2.4983,3.331,0.8328,2.4983,0.8328,1.6655,1.6655,0.8328,0.0,0.0924,0.0749
seq400,0.0,1.704,0.0,1.704,0.852,1.704,0.852,1.704,0.0,4.2599,0.0,2.5559,1.704,0.852,1.704,1.704,1.704,1.704,0.852,0.0,0.0781,0.07
seq401,6.4633,0.0,0.0,0.0,0.8079,7.2713,0.0,0.0,11.3108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0755,0.1166
seq402,1.6397,0.0,0.8198,1.6397,2.4595,0.8198,0.0,2.4595,0.8198,1.6397,0.8198,0.8198,0.0,0.8198,1.6397,3.2793,2.4595,3.2793,0.0,0.8198,0.0834,0.0968
seq403,5.7795,0.0,0.8256,2.4769,1.6513,3.3026,0.8256,0.0,0.8256,2.4769,1.6513,0.0,0.0,0.0,2.4769,0.8256,2.4769,0.8256,0.0,0.0,0.0748,0.0996
seq404,2.3194,0.7731,2.3194,1.5462,0.0,0.0,0.7731,0.7731,2.3194,3.8656,1.5462,0.0,0.0,0.7731,5.4118,0.7731,0.7731,0.7731,0.0,0.7731,0.1149,0.1119
seq405,3.3545,0.0,1.6773,0.0,2.5159,5.0318,0.8386,2.5159,0.8386,2.5159,0.8386,0.0,0.0,0.8386,0.0,1.6773,1.6773,1.6773,0.8386,0.8386,0.0777,0.0837
seq406,0.8217,1.6435,0.8217,3.2869,1.6435,0.8217,2.4652,0.8217,2.4652,3.2869,0.8217,0.0,1.6435,0.0,3.2869,1.6435,0.8217,0.0,0.0,0.8217,0.0784,0.0998
seq407,0.8408,0.8408,0.8408,0.8408,1.6816,2.5224,0.0,0.8408,0.0,3.3631,0.0,1.6816,1.6816,0.8408,0.8408,0.8408,2.5224,2.5224,0.8408,4.2039,0.0849,0.0743
seq408,4.0922,0.0,2.4553,0.8184,1.6369,0.0,0.0,2.4553,2.4553,1.6369,0.0,4.0922,0.0,1.6369,0.8184,4.0922,0.8184,0.0,0.8184,0.0,0.0827,0.0989
seq409,2.5008,0.0,0.8336,0.0,0.0,0.0,0.8336,5.0015,2.5008,4.1679,0.0,2.5008,0.0,0.8336,1.6672,4.1679,1.6672,0.8336,0.0,0.8336,0.0736,0.0928
seq410,8.0583,0.0,0.0,0.0,0.8058,0.0,0.0,0.0,12.0875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8642,0.0,0.0,0.0824,0.1117
seq411,4.355,0.0,0.0,0.0,0.7258,2.1775,0.0,0.7258,5.8067,4.355,0.0,0.0,0.0,0.0,5.8067,0.0,0.0,2.9034,0.0,0.0,0.1178,0.1563
seq412,0.0,4.8231,0.0,0.0,0.0,8.0385,4.8231,4.0192,0.0,0.0,0.0,0.0,1.6077,0.0,4.0192,0.0,0.0,3.2154,0.0,0.0,0.0961,0.1001
seq413,0.8243,0.0,3.297,3.297,0.8243,0.0,0.0,2.4728,3.297,6.594,0.8243,3.297,0.0,0.8243,0.8243,1.6485,1.6485,0.8243,0.0,1.6485,0.0951,0.0806
seq414,3.7978,0.0,2.2787,1.5191,1.5191,0.0,0.7596,0.7596,2.2787,6.8361,0.0,0.0,0.7596,1.5191,5.317,1.5191,0.0,1.5191,0.7596,0.0,0.1248,0.1156
seq415,2.5521,0.0,3.4027,2.5521,2.5521,0.8507,0.8507,2.5521,2.5521,3.4027,0.0,4.2534,1.7014,1.7014,0.8507,5.1041,0.0,2.5521,0.0,0.8507,0.0689,0.0804
seq416,4.3375,0.0,0.8675,0.8675,0.8675,0.8675,0.0,2.6025,3.47,4.3375,0.0,4.3375,0.0,7.8074,0.0,2.6025,4.3375,2.6025,0.0,0.0,0.0597,0.0728
seq417,0.8854,0.0,1.7707,2.6561,0.8854,0.8854,0.0,1.7707,2.6561,4.4268,0.0,7.0828,0.0,7.9682,0.0,3.5414,4.4268,1.7707,0.0,0.0,0.0502,0.0644
seq418,3.344,0.0,2.508,1.672,0.836,0.836,0.0,3.344,1.672,5.852,0.0,4.18,0.0,3.344,1.672,4.18,1.672,3.344,0.0,0.0,0.0803,0.0837
seq419,2.4687,3.2916,0.8229,0.8229,0.8229,1.6458,0.0,2.4687,2.4687,0.0,0.8229,0.8229,3.2916,4.9375,6.5833,3.2916,0.8229,3.2916,1.6458,0.0,0.0834,0.0937
seq420,0.8661,3.4645,0.8661,0.8661,3.4645,0.8661,0.8661,2.5983,6.9289,0.0,0.0,6.0628,6.0628,1.7322,1.7322,2.5983,0.8661,1.7322,0.8661,0.0,0.0641,0.0698
seq421,2.5898,0.0,2.5898,1.7265,0.0,1.7265,0.8633,2.5898,5.1795,8.6325,0.0,4.3163,0.8633,0.8633,0.0,6.0428,1.7265,7.7693,0.0,0.8633,0.065,0.0718
seq422,1.6561,0.0,4.9683,5.7964,0.8281,2.4842,0.8281,4.1403,4.9683,5.7964,0.0,4.9683,1.6561,1.6561,0.8281,3.3122,0.8281,3.3122,0.0,1.6561,0.0831,0.0888
seq423,5.4393,0.0,3.1082,5.4393,1.5541,0.0,0.777,0.777,3.1082,8.5474,0.777,0.0,0.777,4.6622,6.9934,1.5541,0.0,2.3311,0.777,0.777,0.1168,0.1062
