ID,PCP_SS_HE,PCP_SS_ST,PCP_SA_BU,PCP_SA_EX,PCP_SA_IN
seq1709,0.264,0.415,0.453,0.189,0.283
seq1710,0.348,0.242,0.348,0.364,0.288
seq1711,0.338,0.338,0.4,0.4,0.231
seq1712,0.394,0.282,0.437,0.408,0.127
seq1713,0.377,0.279,0.393,0.377,0.213
seq1714,0.392,0.378,0.405,0.392,0.189
seq1715,0.444,0.333,0.317,0.365,0.317
seq1716,0.443,0.328,0.361,0.361,0.213
seq1717,0.449,0.275,0.348,0.435,0.217
seq1718,0.443,0.271,0.329,0.486,0.257
seq1719,0.317,0.317,0.5,0.333,0.183
seq1720,0.361,0.279,0.475,0.328,0.164
seq1721,0.384,0.288,0.384,0.397,0.233
seq1722,0.405,0.284,0.378,0.365,0.203
seq1723,0.359,0.359,0.422,0.297,0.266
seq1724,0.28,0.293,0.427,0.28,0.307
seq1725,0.307,0.293,0.413,0.347,0.253
seq1726,0.365,0.318,0.353,0.365,0.294
seq1727,0.366,0.31,0.366,0.352,0.296
seq1728,0.297,0.312,0.391,0.344,0.312
seq1729,0.288,0.26,0.384,0.397,0.288
seq1730,0.342,0.329,0.37,0.329,0.301
seq1731,0.338,0.268,0.38,0.31,0.352
seq1732,0.382,0.279,0.412,0.338,0.235
seq1733,0.273,0.394,0.318,0.394,0.303
seq1734,0.446,0.292,0.338,0.415,0.2
seq1735,0.412,0.309,0.368,0.368,0.265
seq1736,0.321,0.41,0.436,0.321,0.282
seq1737,0.362,0.348,0.42,0.333,0.246
seq1738,0.321,0.304,0.304,0.375,0.25
seq1739,0.429,0.254,0.381,0.333,0.286
seq1740,0.397,0.276,0.5,0.328,0.138
seq1741,0.433,0.283,0.433,0.3,0.2
seq1742,0.377,0.328,0.475,0.344,0.148
seq1743,0.263,0.295,0.379,0.4,0.274
seq1744,0.304,0.406,0.435,0.348,0.232
seq1745,0.329,0.386,0.429,0.386,0.214
seq1746,0.306,0.371,0.355,0.339,0.306
seq1747,0.309,0.345,0.418,0.345,0.291
seq1748,0.4,0.323,0.385,0.4,0.169
seq1749,0.278,0.443,0.405,0.354,0.278
seq1750,0.291,0.382,0.364,0.236,0.309
seq1751,0.394,0.303,0.333,0.364,0.318
seq1752,0.4,0.28,0.44,0.28,0.24
seq1753,0.269,0.346,0.423,0.365,0.25
seq1754,0.4,0.345,0.473,0.309,0.182
seq1755,0.321,0.286,0.429,0.339,0.232
seq1756,0.322,0.407,0.356,0.271,0.322
seq1757,0.321,0.304,0.464,0.268,0.268
seq1758,0.265,0.388,0.51,0.286,0.224
seq1759,0.292,0.417,0.438,0.354,0.271
seq1760,0.319,0.362,0.34,0.383,0.255
seq1761,0.255,0.4,0.382,0.327,0.364
seq1762,0.176,0.412,0.515,0.279,0.235
seq1763,0.304,0.377,0.377,0.362,0.319
seq1764,0.351,0.284,0.419,0.405,0.162
seq1765,0.375,0.312,0.312,0.354,0.312
seq1766,0.407,0.389,0.463,0.333,0.185
seq1767,0.491,0.263,0.421,0.316,0.246
seq1768,0.351,0.378,0.405,0.365,0.27
seq1769,0.373,0.392,0.373,0.314,0.275
seq1770,0.296,0.31,0.408,0.31,0.324
seq1771,0.288,0.348,0.47,0.333,0.182
seq1772,0.337,0.386,0.361,0.277,0.337
seq1773,0.317,0.402,0.402,0.28,0.329
seq1774,0.329,0.384,0.452,0.315,0.274
seq1775,0.247,0.384,0.507,0.26,0.233
seq1776,0.263,0.561,0.544,0.07,0.316
seq1777,0.283,0.37,0.5,0.37,0.217
seq1778,0.309,0.382,0.441,0.338,0.235
seq1779,0.351,0.39,0.377,0.351,0.247
seq1780,0.291,0.392,0.43,0.316,0.329
seq1781,0.333,0.367,0.35,0.367,0.333
seq1782,0.298,0.386,0.386,0.298,0.333
seq1783,0.34,0.42,0.5,0.22,0.32
seq1784,0.402,0.378,0.488,0.195,0.256
seq1785,0.349,0.365,0.397,0.317,0.349
seq1786,0.224,0.449,0.408,0.306,0.306
seq1787,0.352,0.42,0.466,0.136,0.307
seq1788,0.565,0.13,0.304,0.435,0.217
seq1789,0.444,0.139,0.222,0.556,0.25
seq1790,0.435,0.13,0.261,0.478,0.304
seq1791,0.407,0.111,0.333,0.481,0.259
seq1792,0.37,0.185,0.333,0.333,0.259
seq1793,0.348,0.174,0.261,0.348,0.391
seq1794,0.348,0.174,0.435,0.304,0.217
seq1795,0.222,0.389,0.583,0.222,0.222
seq1796,0.167,0.467,0.633,0.167,0.2
seq1797,0.241,0.483,0.586,0.172,0.276
seq1798,0.531,0.245,0.224,0.49,0.184
seq1799,0.233,0.5,0.567,0.233,0.267
seq1800,0.326,0.347,0.379,0.389,0.305
seq1801,0.319,0.319,0.505,0.286,0.22
seq1802,0.376,0.347,0.485,0.267,0.149
seq1803,0.211,0.263,0.158,0.263,0.579
seq1804,0.45,0.2,0.35,0.4,0.3
seq1805,0.412,0.176,0.294,0.235,0.412
seq1806,0.297,0.286,0.429,0.341,0.253
seq1807,0.386,0.289,0.482,0.277,0.253
seq1808,0.333,0.28,0.527,0.183,0.269
seq1809,0.356,0.278,0.511,0.244,0.233
seq1810,0.333,0.3,0.522,0.233,0.256
seq1811,0.337,0.315,0.5,0.293,0.239
seq1812,0.176,0.529,0.588,0.235,0.118
seq1813,0.077,0.462,0.538,0.308,0.231
seq1814,0.567,0.133,0.467,0.333,0.2
seq1815,0.4,0.267,0.4,0.4,0.333
seq1816,0.455,0.364,0.455,0.364,0.182
seq1817,0.619,0.238,0.381,0.524,0.143
seq1818,0.235,0.294,0.353,0.353,0.294
seq1819,0.522,0.261,0.478,0.348,0.13
seq1820,0.549,0.225,0.408,0.366,0.225
seq1821,0.559,0.235,0.529,0.294,0.147
seq1822,0.238,0.429,0.571,0.048,0.429
seq1823,0.579,0.105,0.632,0.105,0.316
seq1824,0.625,0.156,0.484,0.297,0.156
seq1825,0.492,0.279,0.475,0.311,0.23
seq1826,0.576,0.167,0.424,0.394,0.152
seq1827,0.524,0.238,0.444,0.333,0.19
seq1828,0.579,0.211,0.513,0.342,0.118
seq1829,0.222,0.333,0.611,0.167,0.167
seq1830,0.417,0.208,0.542,0.333,0.125
seq1831,0.474,0.421,0.684,0.158,0.158
seq1832,0.4,0.25,0.4,0.4,0.3
seq1833,0.429,0.27,0.508,0.286,0.19
seq1834,0.484,0.258,0.71,0.194,0.097
seq1835,0.419,0.258,0.677,0.129,0.194
seq1836,0.533,0.2,0.767,0.133,0.1
seq1837,0.516,0.194,0.742,0.194,0.065
seq1838,0.55,0.35,0.5,0.3,0.15
seq1839,0.374,0.333,0.616,0.111,0.222
seq1840,0.529,0.353,0.529,0.118,0.235
seq1841,0.333,0.417,0.583,0.167,0.167
seq1842,0.5,0.273,0.439,0.333,0.212
seq1843,0.235,0.471,0.529,0.235,0.118
seq1844,0.476,0.286,0.429,0.238,0.238
seq1845,0.5,0.27,0.5,0.27,0.189
seq1846,0.391,0.304,0.652,0.217,0.217
seq1847,0.458,0.333,0.583,0.375,0.042
seq1848,0.304,0.286,0.5,0.232,0.339
seq1849,0.617,0.149,0.255,0.532,0.128
seq1850,0.542,0.104,0.375,0.479,0.104
seq1851,0.642,0.113,0.321,0.547,0.113
seq1852,0.627,0.118,0.275,0.529,0.137
seq1853,0.552,0.172,0.586,0.31,0.103
seq1854,0.5,0.167,0.567,0.267,0.2
seq1855,0.607,0.143,0.679,0.286,0.036
seq1856,0.5,0.233,0.533,0.233,0.2
seq1857,0.5,0.241,0.5,0.293,0.138
seq1858,0.476,0.238,0.619,0.286,0.095
seq1859,0.062,0.5,0.625,0.125,0.312
seq1860,0.4,0.267,0.733,0.133,0.2
seq1861,0.632,0.263,0.684,0.263,0.053
seq1862,0.5,0.27,0.459,0.297,0.216
seq1863,0.333,0.424,0.515,0.273,0.212
seq1864,0.528,0.25,0.514,0.319,0.153
seq1865,0.359,0.328,0.516,0.25,0.188
seq1866,0.528,0.208,0.514,0.292,0.167
seq1867,0.586,0.172,0.655,0.241,0.069
seq1868,0.517,0.276,0.552,0.207,0.241
seq1869,0.435,0.304,0.5,0.196,0.239
seq1870,0.377,0.246,0.551,0.275,0.188
seq1871,0.435,0.304,0.652,0.304,0.043
seq1872,0.478,0.261,0.522,0.261,0.261
seq1873,0.462,0.231,0.231,0.769,0.154
seq1874,0.537,0.209,0.433,0.388,0.209
seq1875,0.618,0.132,0.426,0.382,0.147
seq1876,0.478,0.244,0.422,0.267,0.256
seq1877,0.538,0.154,0.308,0.538,0.231
seq1878,0.462,0.308,0.385,0.538,0.154
seq1879,0.471,0.294,0.353,0.176,0.353
seq1880,0.154,0.385,0.308,0.538,0.462
seq1881,0.308,0.308,0.154,0.615,0.615
seq1882,0.561,0.244,0.463,0.366,0.146
seq1883,0.533,0.24,0.52,0.307,0.147
seq1884,0.457,0.329,0.486,0.329,0.157
seq1885,0.465,0.338,0.493,0.324,0.155
seq1886,0.551,0.217,0.478,0.29,0.217
seq1887,0.364,0.386,0.455,0.341,0.159
seq1888,0.485,0.258,0.515,0.348,0.136
seq1889,0.493,0.268,0.493,0.268,0.169
seq1890,0.529,0.176,0.397,0.353,0.206
seq1891,0.485,0.318,0.424,0.318,0.242
seq1892,0.456,0.235,0.5,0.235,0.25
seq1893,0.25,0.5,0.5,0.25,0.417
seq1894,0.28,0.48,0.72,0.16,0.12
seq1895,0.279,0.395,0.651,0.186,0.186
seq1896,0.367,0.383,0.633,0.183,0.233
seq1897,0.434,0.283,0.377,0.245,0.358
seq1898,0.481,0.286,0.468,0.169,0.299
seq1899,0.397,0.359,0.41,0.231,0.359
seq1900,0.4,0.288,0.538,0.125,0.3
seq1901,0.3,0.3,0.3,0.5,0.35
seq1902,0.568,0.216,0.386,0.33,0.295
seq1903,0.509,0.236,0.455,0.255,0.291
seq1904,0.207,0.483,0.552,0.138,0.345
seq1905,0.6,0.25,0.5,0.3,0.1
seq1906,0.449,0.265,0.408,0.388,0.184
seq1907,0.526,0.211,0.211,0.526,0.211
seq1908,0.484,0.221,0.358,0.389,0.232
seq1909,0.35,0.35,0.3,0.6,0.15
seq1910,0.455,0.261,0.318,0.42,0.295
seq1911,0.118,0.588,0.529,0.0,0.471
seq1912,0.216,0.333,0.392,0.373,0.373
seq1913,0.328,0.345,0.414,0.5,0.241
seq1914,0.308,0.327,0.346,0.404,0.346
seq1915,0.314,0.294,0.353,0.529,0.235
seq1916,0.25,0.327,0.385,0.385,0.327
seq1917,0.245,0.383,0.426,0.277,0.287
seq1918,0.41,0.333,0.667,0.231,0.154
seq1919,0.436,0.309,0.489,0.287,0.149
seq1920,0.484,0.28,0.419,0.333,0.183
seq1921,0.495,0.368,0.421,0.305,0.221
seq1922,0.516,0.263,0.505,0.284,0.211
seq1923,0.426,0.362,0.447,0.309,0.234
seq1924,0.574,0.234,0.447,0.309,0.16
seq1925,0.38,0.38,0.457,0.272,0.217
seq1926,0.446,0.337,0.478,0.304,0.13
seq1927,0.471,0.294,0.424,0.282,0.188
seq1928,0.461,0.348,0.427,0.326,0.18
seq1929,0.407,0.319,0.374,0.363,0.231
seq1930,0.44,0.319,0.462,0.319,0.165
seq1931,0.443,0.295,0.466,0.33,0.114
seq1932,0.548,0.226,0.387,0.366,0.194
seq1933,0.556,0.222,0.478,0.289,0.144
seq1934,0.385,0.352,0.451,0.275,0.242
seq1935,0.387,0.376,0.398,0.258,0.28
seq1936,0.542,0.281,0.396,0.323,0.188
seq1937,0.474,0.274,0.484,0.295,0.168
seq1938,0.435,0.293,0.37,0.337,0.283
seq1939,0.455,0.364,0.42,0.364,0.182
seq1940,0.489,0.239,0.489,0.261,0.185
seq1941,0.574,0.223,0.5,0.234,0.149
seq1942,0.438,0.302,0.396,0.323,0.25
seq1943,0.479,0.271,0.417,0.323,0.198
seq1944,0.494,0.356,0.368,0.368,0.184
seq1945,0.436,0.33,0.532,0.234,0.191
seq1946,0.471,0.31,0.425,0.241,0.264
seq1947,0.463,0.326,0.474,0.274,0.189
seq1948,0.453,0.305,0.453,0.242,0.221
seq1949,0.462,0.226,0.419,0.333,0.183
seq1950,0.543,0.298,0.383,0.33,0.234
seq1951,0.402,0.345,0.402,0.31,0.23
seq1952,0.432,0.284,0.4,0.316,0.232
seq1953,0.429,0.352,0.407,0.341,0.22
seq1954,0.418,0.363,0.418,0.264,0.209
seq1955,0.505,0.278,0.454,0.289,0.175
seq1956,0.418,0.352,0.374,0.308,0.275
seq1957,0.424,0.353,0.424,0.365,0.188
seq1958,0.471,0.31,0.425,0.368,0.172
seq1959,0.452,0.344,0.43,0.237,0.194
seq1960,0.5,0.312,0.406,0.354,0.188
seq1961,0.405,0.338,0.514,0.203,0.284
seq1962,0.323,0.355,0.516,0.226,0.323
seq1963,0.341,0.273,0.432,0.42,0.227
seq1964,0.419,0.349,0.465,0.349,0.163
seq1965,0.568,0.318,0.477,0.295,0.159
seq1966,0.444,0.27,0.317,0.349,0.286
seq1967,0.413,0.373,0.427,0.4,0.2
seq1968,0.36,0.4,0.4,0.22,0.36
seq1969,0.328,0.443,0.361,0.295,0.344
seq1970,0.42,0.3,0.4,0.4,0.2
seq1971,0.462,0.231,0.513,0.333,0.103
seq1972,0.483,0.345,0.552,0.172,0.207
seq1973,0.517,0.218,0.483,0.299,0.195
seq1974,0.511,0.234,0.479,0.234,0.181
seq1975,0.373,0.293,0.44,0.307,0.293
seq1976,0.286,0.514,0.4,0.057,0.429
seq1977,0.265,0.529,0.588,0.088,0.176
seq1978,0.412,0.294,0.373,0.373,0.255
seq1979,0.5,0.271,0.354,0.333,0.229
seq1980,0.424,0.364,0.348,0.439,0.242
seq1981,0.354,0.278,0.304,0.354,0.329
seq1982,0.469,0.327,0.367,0.327,0.347
seq1983,0.366,0.439,0.463,0.293,0.22
seq1984,0.296,0.444,0.519,0.278,0.241
seq1985,0.333,0.404,0.491,0.281,0.246
seq1986,0.408,0.388,0.429,0.327,0.224
seq1987,0.467,0.253,0.453,0.227,0.227
seq1988,0.405,0.297,0.324,0.311,0.324
seq1989,0.609,0.261,0.609,0.261,0.174
seq1990,0.444,0.167,0.722,0.167,0.222
seq1991,0.377,0.217,0.348,0.464,0.159
seq1992,0.526,0.269,0.513,0.308,0.115
seq1993,0.388,0.265,0.388,0.204,0.408
seq1994,0.289,0.395,0.5,0.237,0.211
seq1995,0.519,0.247,0.364,0.429,0.234
seq1996,0.413,0.286,0.365,0.317,0.254
seq1997,0.38,0.366,0.592,0.197,0.169
seq1998,0.435,0.333,0.536,0.188,0.217
seq1999,0.437,0.31,0.577,0.197,0.183
seq2000,0.486,0.306,0.542,0.194,0.167
seq2001,0.444,0.322,0.478,0.244,0.267
seq2002,0.375,0.398,0.489,0.273,0.273
seq2003,0.432,0.316,0.4,0.295,0.274
seq2004,0.562,0.25,0.45,0.375,0.15
seq2005,0.31,0.287,0.529,0.253,0.253
seq2006,0.333,0.405,0.5,0.214,0.262
seq2007,0.391,0.319,0.536,0.203,0.275
seq2008,0.581,0.258,0.468,0.226,0.21
seq2009,0.506,0.273,0.494,0.195,0.234
seq2010,0.579,0.211,0.526,0.368,0.105
seq2011,0.514,0.27,0.514,0.378,0.162
seq2012,0.55,0.2,0.425,0.425,0.175
seq2013,0.5,0.294,0.529,0.382,0.147
seq2014,0.396,0.292,0.417,0.438,0.188
seq2015,0.629,0.171,0.6,0.286,0.029
seq2016,0.356,0.356,0.489,0.244,0.244
seq2017,0.618,0.206,0.559,0.294,0.088
seq2018,0.286,0.381,0.619,0.095,0.214
seq2019,0.378,0.311,0.422,0.289,0.289
seq2020,0.333,0.407,0.481,0.259,0.259
seq2021,0.37,0.407,0.556,0.198,0.198
seq2022,0.417,0.312,0.552,0.26,0.198
seq2023,0.222,0.333,0.833,0.037,0.148
seq2024,0.667,0.143,0.429,0.19,0.381
seq2025,0.421,0.316,0.579,0.368,0.053
seq2026,0.284,0.343,0.358,0.358,0.284
seq2027,0.254,0.373,0.403,0.328,0.284
seq2028,0.45,0.4,0.45,0.1,0.45
seq2029,0.4,0.343,0.429,0.314,0.2
seq2030,0.429,0.31,0.429,0.262,0.19
seq2031,0.474,0.316,0.553,0.158,0.158
seq2032,0.417,0.264,0.347,0.375,0.319
seq2033,0.344,0.375,0.531,0.25,0.156
seq2034,0.386,0.263,0.368,0.333,0.193
seq2035,0.517,0.379,0.483,0.069,0.138
seq2036,0.478,0.217,0.391,0.283,0.217
seq2037,0.326,0.395,0.512,0.186,0.256
seq2038,0.575,0.175,0.275,0.225,0.375
seq2039,0.463,0.315,0.389,0.37,0.204
seq2040,0.432,0.273,0.375,0.409,0.227
seq2041,0.471,0.353,0.529,0.118,0.147
seq2042,0.457,0.314,0.486,0.143,0.114
seq2043,0.429,0.393,0.375,0.446,0.232
seq2044,0.192,0.385,0.346,0.423,0.385
seq2045,0.373,0.294,0.431,0.294,0.314
seq2046,0.268,0.39,0.512,0.293,0.171
seq2047,0.457,0.37,0.478,0.326,0.13
seq2048,0.326,0.419,0.442,0.279,0.279
seq2049,0.42,0.32,0.44,0.32,0.22
seq2050,0.444,0.296,0.444,0.296,0.296
seq2051,0.412,0.373,0.529,0.235,0.137
seq2052,0.548,0.357,0.429,0.333,0.143
seq2053,0.522,0.261,0.348,0.304,0.283
seq2054,0.468,0.371,0.274,0.323,0.371
seq2055,0.44,0.373,0.36,0.347,0.267
seq2056,0.455,0.345,0.418,0.309,0.236
seq2057,0.377,0.311,0.475,0.279,0.18
seq2058,0.391,0.326,0.413,0.391,0.196
seq2059,0.412,0.353,0.333,0.431,0.196
seq2060,0.28,0.38,0.4,0.26,0.36
seq2061,0.367,0.417,0.433,0.317,0.283
seq2062,0.394,0.408,0.549,0.169,0.254
seq2063,0.452,0.28,0.484,0.333,0.183
seq2064,0.474,0.295,0.442,0.368,0.2
seq2065,0.469,0.26,0.458,0.24,0.271
seq2066,0.517,0.264,0.402,0.31,0.23
seq2067,0.16,0.56,0.6,0.24,0.2
seq2068,0.366,0.39,0.488,0.268,0.195
seq2069,0.268,0.415,0.537,0.268,0.195
seq2070,0.438,0.375,0.375,0.292,0.271
seq2071,0.458,0.271,0.354,0.333,0.312
seq2072,0.413,0.326,0.37,0.152,0.326
seq2073,0.568,0.318,0.409,0.318,0.205
seq2074,0.391,0.333,0.406,0.29,0.246
seq2075,0.53,0.277,0.398,0.313,0.265
seq2076,0.41,0.361,0.434,0.265,0.289
seq2077,0.418,0.343,0.478,0.313,0.239
seq2078,0.453,0.302,0.442,0.267,0.244
seq2079,0.365,0.444,0.571,0.222,0.19
seq2080,0.37,0.37,0.479,0.192,0.274
seq2081,0.354,0.329,0.443,0.304,0.291
seq2082,0.494,0.31,0.529,0.23,0.195
seq2083,0.542,0.375,0.417,0.312,0.167
seq2084,0.307,0.4,0.533,0.227,0.28
seq2085,0.476,0.345,0.476,0.333,0.155
seq2086,0.452,0.355,0.565,0.194,0.21
seq2087,0.395,0.36,0.453,0.233,0.279
seq2088,0.316,0.333,0.439,0.456,0.14
seq2089,0.368,0.526,0.737,0.053,0.158
seq2090,0.414,0.374,0.414,0.293,0.323
seq2091,0.352,0.352,0.556,0.185,0.222
seq2092,0.364,0.318,0.443,0.25,0.318
seq2093,0.425,0.225,0.45,0.325,0.175
seq2094,0.349,0.372,0.512,0.209,0.209
seq2095,0.319,0.308,0.527,0.264,0.264
seq2096,0.292,0.292,0.292,0.333,0.417
seq2097,0.556,0.194,0.528,0.333,0.111
seq2098,0.045,0.409,0.409,0.182,0.545
seq2099,0.4,0.371,0.471,0.314,0.2
seq2100,0.415,0.308,0.492,0.308,0.215
seq2101,0.492,0.311,0.328,0.393,0.23
seq2102,0.426,0.362,0.383,0.255,0.234
seq2103,0.447,0.298,0.426,0.319,0.277
seq2104,0.516,0.28,0.419,0.366,0.204
seq2105,0.304,0.326,0.413,0.348,0.326
seq2106,0.341,0.39,0.463,0.244,0.268
seq2107,0.465,0.209,0.465,0.395,0.186
seq2108,0.552,0.207,0.431,0.414,0.172
seq2109,0.273,0.394,0.515,0.273,0.242
seq2110,0.278,0.417,0.444,0.167,0.278
seq2111,0.464,0.31,0.464,0.357,0.202
seq2112,0.6,0.267,0.4,0.267,0.133
seq2113,0.42,0.16,0.34,0.46,0.24
seq2114,0.538,0.154,0.692,0.154,0.154
seq2115,0.5,0.279,0.456,0.382,0.147
seq2116,0.4,0.16,0.38,0.48,0.18
seq2117,0.458,0.292,0.583,0.208,0.25
seq2118,0.556,0.247,0.543,0.272,0.111
seq2119,0.364,0.318,0.439,0.273,0.303
seq2120,0.467,0.4,0.467,0.133,0.133
seq2121,0.451,0.314,0.471,0.314,0.216
seq2122,0.625,0.312,0.375,0.188,0.0
seq2123,0.565,0.13,0.696,0.261,0.043
seq2124,0.529,0.118,0.235,0.471,0.353
seq2125,0.526,0.263,0.737,0.263,0.053
seq2126,0.579,0.211,0.421,0.316,0.105
seq2127,0.591,0.227,0.5,0.318,0.045
seq2128,0.571,0.286,0.714,0.286,0.0
seq2129,0.533,0.333,0.567,0.333,0.133
seq2130,0.385,0.308,0.5,0.269,0.269
seq2131,0.435,0.348,0.478,0.304,0.217
seq2132,0.462,0.308,0.423,0.269,0.346
seq2133,0.4,0.35,0.5,0.3,0.2
seq2134,0.519,0.296,0.481,0.333,0.259
seq2135,0.519,0.37,0.444,0.37,0.222
seq2136,0.789,0.053,0.579,0.211,0.211
seq2137,0.467,0.267,0.4,0.333,0.267
seq2138,0.5,0.357,0.786,0.143,0.143
seq2139,0.533,0.0,0.467,0.067,0.467
seq2140,0.833,0.083,0.583,0.0,0.083
seq2141,0.762,0.095,0.571,0.095,0.048
seq2142,0.429,0.476,0.524,0.095,0.048
seq2143,0.8,0.1,0.7,0.0,0.05
seq2144,0.143,0.429,0.5,0.214,0.286
seq2145,0.535,0.233,0.488,0.372,0.163
seq2146,0.581,0.233,0.419,0.349,0.186
seq2147,0.521,0.268,0.507,0.324,0.141
seq2148,0.513,0.237,0.474,0.329,0.171
seq2149,0.33,0.398,0.409,0.318,0.318
seq2150,0.267,0.5,0.5,0.2,0.367
seq2151,0.368,0.342,0.447,0.342,0.211
seq2152,0.425,0.35,0.5,0.15,0.225
seq2153,0.25,0.344,0.562,0.219,0.219
seq2154,0.432,0.295,0.545,0.25,0.136
seq2155,0.432,0.378,0.541,0.216,0.108
seq2156,0.468,0.309,0.489,0.223,0.266
seq2157,0.385,0.256,0.359,0.436,0.231
seq2158,0.238,0.381,0.476,0.19,0.333
seq2159,0.184,0.327,0.449,0.306,0.265
seq2160,0.239,0.457,0.391,0.348,0.239
seq2161,0.283,0.391,0.5,0.283,0.283
seq2162,0.244,0.378,0.422,0.222,0.333
seq2163,0.333,0.368,0.54,0.218,0.287
seq2164,0.4,0.338,0.55,0.238,0.225
seq2165,0.488,0.288,0.462,0.225,0.262
seq2166,0.286,0.405,0.321,0.238,0.393
seq2167,0.333,0.298,0.381,0.31,0.262
seq2168,0.519,0.286,0.468,0.208,0.234
seq2169,0.44,0.347,0.453,0.28,0.2
seq2170,0.434,0.398,0.506,0.229,0.193
seq2171,0.464,0.268,0.515,0.247,0.216
seq2172,0.468,0.329,0.646,0.203,0.177
seq2173,0.372,0.372,0.523,0.302,0.151
seq2174,0.474,0.211,0.404,0.404,0.193
seq2175,0.391,0.348,0.551,0.203,0.246
seq2176,0.362,0.379,0.5,0.276,0.224
seq2177,0.384,0.326,0.535,0.314,0.14
seq2178,0.492,0.333,0.587,0.27,0.111
seq2179,0.364,0.309,0.382,0.273,0.345
seq2180,0.431,0.194,0.556,0.264,0.194
seq2181,0.417,0.375,0.604,0.26,0.115
seq2182,0.292,0.369,0.415,0.277,0.292
seq2183,0.333,0.385,0.615,0.179,0.179
seq2184,0.344,0.359,0.578,0.219,0.25
seq2185,0.469,0.281,0.5,0.203,0.25
seq2186,0.435,0.319,0.522,0.261,0.203
seq2187,0.557,0.216,0.523,0.273,0.182
seq2188,0.382,0.395,0.684,0.092,0.211
seq2189,0.493,0.209,0.299,0.448,0.313
seq2190,0.312,0.312,0.667,0.125,0.188
seq2191,0.184,0.356,0.609,0.241,0.195
seq2192,0.355,0.312,0.516,0.226,0.269
seq2193,0.359,0.41,0.513,0.205,0.231
seq2194,0.185,0.556,0.519,0.148,0.333
seq2195,0.333,0.364,0.394,0.379,0.288
seq2196,0.333,0.318,0.364,0.409,0.273
seq2197,0.379,0.333,0.47,0.212,0.273
seq2198,0.514,0.27,0.473,0.324,0.176
seq2199,0.75,0.167,0.25,0.25,0.333
seq2200,0.469,0.312,0.375,0.375,0.281
seq2201,0.333,0.361,0.583,0.139,0.194
seq2202,0.5,0.333,0.667,0.167,0.083
seq2203,0.357,0.357,0.429,0.214,0.357
seq2204,0.211,0.474,0.474,0.263,0.316
seq2205,0.368,0.263,0.368,0.421,0.316
seq2206,0.429,0.333,0.619,0.286,0.048
seq2207,0.375,0.333,0.542,0.333,0.167
seq2208,0.455,0.182,0.591,0.273,0.227
seq2209,0.5,0.167,0.708,0.208,0.125
seq2210,0.5,0.083,0.708,0.208,0.125
seq2211,0.71,0.097,0.129,0.065,0.226
seq2212,0.438,0.247,0.288,0.384,0.233
seq2213,0.312,0.188,0.438,0.375,0.25
seq2214,0.265,0.324,0.5,0.265,0.294
seq2215,0.44,0.29,0.38,0.37,0.28
seq2216,0.474,0.253,0.453,0.368,0.179
seq2217,0.651,0.233,0.326,0.326,0.116
seq2218,0.231,0.462,0.615,0.231,0.154
seq2219,0.3,0.38,0.54,0.28,0.22
seq2220,0.529,0.412,0.353,0.412,0.294
seq2221,0.333,0.354,0.438,0.333,0.25
seq2222,0.333,0.417,0.722,0.194,0.111
seq2223,0.426,0.296,0.37,0.296,0.259
seq2224,0.96,0.04,0.68,0.32,0.0
seq2225,0.96,0.04,0.68,0.32,0.0
seq2226,0.917,0.042,0.625,0.375,0.042
seq2227,0.917,0.042,0.625,0.375,0.042
seq2228,0.391,0.348,0.652,0.043,0.304
seq2229,0.31,0.333,0.5,0.31,0.167
seq2230,0.407,0.37,0.593,0.333,0.074
seq2231,0.407,0.37,0.593,0.333,0.074
seq2232,0.96,0.04,0.68,0.32,0.0
seq2233,0.538,0.308,0.423,0.269,0.308
seq2234,0.333,0.667,0.667,0.0,0.0
seq2235,0.333,0.267,0.333,0.4,0.267
seq2236,0.463,0.293,0.659,0.341,0.0
seq2237,0.385,0.462,0.538,0.154,0.154
seq2238,0.476,0.429,0.286,0.476,0.238
seq2239,0.696,0.13,0.478,0.217,0.087
seq2240,0.4,0.35,0.5,0.35,0.25
seq2241,0.278,0.5,0.667,0.167,0.222
seq2242,0.632,0.211,0.316,0.316,0.158
seq2243,0.375,0.438,0.562,0.312,0.125
seq2244,0.294,0.588,0.706,0.235,0.059
seq2245,0.562,0.188,0.5,0.375,0.188
seq2246,0.4,0.267,0.533,0.4,0.133
seq2247,0.474,0.263,0.421,0.368,0.211
seq2248,0.562,0.125,0.25,0.5,0.375
seq2249,0.318,0.136,0.273,0.455,0.455
seq2250,0.421,0.368,0.579,0.263,0.211
seq2251,0.429,0.381,0.571,0.19,0.19
seq2252,0.273,0.273,0.364,0.455,0.273
seq2253,0.25,0.45,0.5,0.25,0.4
seq2254,0.353,0.412,0.529,0.412,0.059
seq2255,0.45,0.3,0.5,0.4,0.2
seq2256,0.35,0.35,0.412,0.35,0.262
seq2257,0.422,0.281,0.531,0.328,0.219
seq2258,0.351,0.324,0.486,0.27,0.243
seq2259,0.184,0.474,0.474,0.316,0.237
seq2260,0.167,0.417,0.417,0.361,0.167
seq2261,0.41,0.385,0.513,0.41,0.103
seq2262,0.46,0.317,0.317,0.381,0.286
seq2263,0.216,0.351,0.324,0.378,0.351
seq2264,0.261,0.522,0.478,0.217,0.261
seq2265,0.316,0.474,0.421,0.211,0.316
