ID,DDR_A,DDR_C,DDR_D,DDR_E,DDR_F,DDR_G,DDR_H,DDR_I,DDR_K,DDR_L,DDR_M,DDR_N,DDR_P,DDR_Q,DDR_R,DDR_S,DDR_T,DDR_V,DDR_W,DDR_Y
seq1978,0.00,10.11,26.98,14.21,27.90,11.88,17.06,15.02,42.23,12.56,0.00,24.86,13.15,32.20,8.34,13.10,20.45,24.67,0.00,0.00
seq1979,27.60,9.21,30.60,12.18,0.00,12.44,20.21,23.28,21.24,25.54,23.96,15.59,26.30,22.28,8.60,33.02,35.77,0.00,0.00,20.46
seq1980,29.94,14.20,0.00,11.64,0.00,34.58,60.20,46.39,14.33,32.15,0.00,19.56,15.15,18.18,31.11,24.95,40.00,11.22,32.02,24.24
seq1981,42.78,21.12,28.81,18.11,73.16,44.86,64.96,26.29,21.50,14.55,45.82,10.07,28.99,25.48,35.83,23.16,24.34,34.44,55.62,17.65
seq1982,12.38,9.61,23.88,21.76,45.10,32.73,20.40,0.00,22.07,15.98,23.67,0.00,18.80,21.77,22.34,21.94,20.55,36.73,38.24,11.37
seq1983,26.23,6.08,14.53,16.02,10.00,12.88,17.23,12.82,7.46,29.07,39.02,30.88,21.90,0.00,17.23,25.41,17.23,20.56,0.00,24.12
seq1984,36.09,11.18,0.00,26.02,18.98,12.78,0.00,11.71,13.18,10.46,0.00,17.10,17.25,28.04,24.72,18.38,17.17,20.75,32.76,16.27
seq1985,14.95,10.79,40.02,0.00,12.83,22.28,28.09,23.34,14.80,26.45,33.52,21.27,19.39,22.00,14.00,18.91,21.27,27.24,25.23,27.65
seq1986,16.72,8.39,14.04,11.98,24.77,39.84,13.53,14.57,14.76,16.19,0.00,22.40,35.31,41.51,16.85,17.32,0.00,0.00,47.02,16.02
seq1987,18.17,31.50,40.58,24.04,39.73,10.41,41.73,18.74,51.87,13.69,0.00,33.34,0.00,22.76,18.32,10.45,17.32,51.87,0.00,35.47
seq1988,28.54,25.80,24.10,43.36,26.99,22.07,25.51,39.58,18.61,20.42,39.58,20.65,33.18,14.81,16.72,15.94,22.99,56.58,42.50,26.38
seq1989,5.05,0.00,0.00,21.04,21.04,10.23,0.00,16.09,6.35,9.05,12.41,0.00,10.87,0.00,0.00,0.00,16.09,8.95,19.22,0.00
seq1990,0.00,0.00,0.00,0.00,16.06,4.40,0.00,5.06,16.06,2.15,8.06,0.00,5.29,0.00,0.00,8.28,0.00,0.00,0.00,0.00
seq1991,14.02,0.00,9.62,23.15,33.78,12.86,30.13,25.81,22.54,43.97,0.00,18.58,22.74,44.72,14.98,37.60,25.73,21.32,21.38,0.00
seq1992,15.75,16.35,28.54,24.07,0.00,16.82,76.01,12.96,20.03,12.09,40.32,29.54,31.61,30.67,15.57,21.93,25.06,22.93,68.53,0.00
seq1993,11.61,0.00,19.53,31.51,20.19,17.37,23.55,0.00,27.59,37.70,22.40,0.00,13.69,0.00,12.04,12.58,24.53,14.85,27.59,8.43
seq1994,0.00,5.88,0.00,0.00,21.82,9.42,0.00,10.25,27.61,13.08,0.00,13.36,9.03,18.66,7.88,19.84,19.19,13.62,34.13,0.00
seq1995,13.46,0.00,22.58,20.34,15.88,20.40,0.00,59.35,13.22,10.99,0.00,43.09,37.89,16.24,75.01,21.32,13.88,37.15,0.00,24.83
seq1996,37.65,16.74,21.15,18.58,31.65,22.62,57.21,21.15,36.46,17.45,49.08,21.34,14.24,23.27,8.76,17.62,0.00,31.66,44.27,20.18
seq1997,20.19,10.83,32.27,17.58,28.00,18.14,49.41,24.27,19.63,15.08,48.47,40.03,34.54,65.18,19.54,12.71,27.56,22.37,30.23,0.00
seq1998,20.08,14.66,22.28,20.58,41.78,13.33,17.22,22.25,26.89,19.89,46.60,0.00,51.62,39.19,19.60,11.27,43.97,19.62,30.66,33.77
seq1999,12.52,15.89,24.84,31.28,29.19,14.74,49.41,45.07,50.47,18.50,42.76,40.03,29.04,32.78,21.82,15.91,46.93,18.14,30.23,0.00
seq2000,14.45,15.42,24.39,17.46,55.30,13.50,50.35,43.58,39.04,21.47,47.54,35.85,35.01,54.70,18.62,23.99,28.23,15.22,31.92,35.35
seq2001,18.65,36.96,44.68,18.08,62.03,33.15,33.19,33.49,45.54,40.20,32.80,25.54,24.26,23.17,42.37,13.45,37.55,17.75,38.45,58.72
seq2002,29.35,37.74,26.00,23.24,31.52,52.85,52.56,17.95,46.06,20.18,42.38,43.69,22.09,31.01,49.19,12.67,22.65,16.96,45.06,33.63
seq2003,19.87,41.10,47.85,27.91,32.81,51.03,35.52,54.05,36.13,63.41,25.32,23.98,21.10,46.30,44.88,17.13,44.88,34.24,47.26,48.61
seq2004,23.35,30.10,30.75,17.71,21.01,55.26,0.00,35.12,24.56,13.08,33.58,25.32,35.49,45.81,25.17,24.78,35.43,26.68,0.00,0.00
seq2005,8.39,36.03,17.91,25.95,26.68,9.04,0.00,77.47,48.39,19.01,0.00,30.49,22.39,56.87,29.17,12.02,9.09,22.06,49.95,61.84
seq2006,0.00,6.54,32.98,0.00,25.26,7.92,40.02,13.07,17.08,15.53,20.60,0.00,15.28,21.45,9.23,28.83,10.00,13.32,25.26,0.00
seq2007,19.64,13.81,24.66,0.00,15.38,12.79,0.00,19.37,30.18,17.33,64.07,36.41,20.05,30.51,17.38,16.87,16.65,0.00,0.00,16.41
seq2008,41.05,10.02,0.00,16.27,48.13,15.56,27.75,37.76,13.47,13.89,21.52,49.37,39.89,20.30,15.62,13.73,19.97,19.49,0.00,0.00
seq2009,13.38,25.34,45.07,25.68,31.86,25.01,45.12,17.01,25.97,10.75,75.01,0.00,19.97,45.54,18.21,13.53,28.33,20.43,36.14,0.00
seq2010,0.00,0.00,11.16,0.00,0.00,8.95,12.32,4.35,4.53,3.60,0.00,15.26,0.00,0.00,0.00,11.16,0.00,8.95,0.00,0.00
seq2011,9.58,0.00,25.36,12.53,33.14,16.31,18.86,5.10,7.09,18.80,14.25,12.58,18.81,17.57,0.00,0.00,33.14,35.03,0.00,0.00
seq2012,9.14,0.00,23.95,11.41,18.56,10.71,21.82,17.69,9.54,12.16,0.00,34.33,16.87,19.62,17.49,29.52,12.97,13.69,0.00,0.00
seq2013,11.48,0.00,22.48,12.30,14.97,16.38,16.74,16.32,10.90,6.26,28.38,13.52,20.06,0.00,0.00,0.00,18.50,19.97,0.00,0.00
seq2014,16.34,0.00,30.28,13.28,20.81,21.57,24.77,7.69,11.84,38.85,23.27,11.61,21.23,31.15,0.00,35.02,19.15,14.28,0.00,0.00
seq2015,7.77,0.00,0.00,19.31,24.97,7.61,0.00,0.00,8.50,11.34,0.00,16.57,20.17,17.43,15.78,0.00,0.00,9.22,0.00,0.00
seq2016,17.64,9.57,18.19,0.00,30.57,20.98,17.39,31.51,18.17,14.19,0.00,15.16,24.36,27.91,22.07,19.40,24.61,14.75,26.89,21.30
seq2017,12.21,0.00,0.00,18.50,12.18,9.78,0.00,22.50,6.14,8.71,0.00,16.15,18.00,0.00,9.29,0.00,0.00,11.70,26.74,26.74
seq2018,16.39,8.32,22.29,0.00,0.00,6.58,17.02,14.47,0.00,14.92,0.00,26.31,0.00,28.69,19.27,11.74,40.02,31.85,13.61,19.66
seq2019,22.12,7.92,19.12,0.00,39.29,17.93,24.36,0.00,9.27,21.56,32.89,14.20,25.20,43.02,20.66,10.98,20.80,12.98,0.00,16.39
seq2020,22.75,10.61,23.25,23.43,29.25,18.78,36.09,18.75,13.88,19.18,29.35,24.60,43.13,0.00,30.91,17.80,11.10,24.06,0.00,19.43
seq2021,28.52,8.62,21.01,49.44,32.10,20.59,0.00,20.60,20.13,30.65,49.51,33.16,44.35,41.01,18.88,20.65,18.75,23.06,0.00,27.17
seq2022,10.56,28.25,21.61,29.91,27.31,29.37,61.64,44.54,42.99,18.47,77.89,24.65,36.88,33.93,36.47,18.53,34.82,14.78,0.00,27.56
seq2023,7.63,40.60,46.46,0.00,50.09,3.66,0.00,13.65,0.00,17.67,0.00,0.00,26.24,0.00,0.00,19.47,11.26,13.26,50.09,0.00
seq2024,10.45,0.00,0.00,9.90,10.38,11.05,8.45,17.24,5.79,4.50,16.25,0.00,0.00,0.00,0.00,4.84,15.62,0.00,0.00,0.00
seq2025,8.12,0.00,8.95,0.00,8.63,8.82,0.00,3.19,3.47,0.00,0.00,17.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.68
seq2026,18.98,8.95,17.55,32.08,25.77,26.27,34.93,41.13,20.83,0.00,43.28,10.20,18.03,54.27,17.87,11.78,22.45,44.14,65.01,55.48
seq2027,17.14,8.95,18.27,0.00,33.97,16.75,0.00,39.59,10.25,0.00,43.28,20.89,21.23,63.07,20.65,20.52,11.90,61.19,32.63,31.21
seq2028,9.05,5.79,0.00,0.00,12.05,9.65,3.18,0.00,16.25,11.16,0.00,0.00,16.25,0.00,14.65,14.65,12.05,8.63,0.00,7.37
seq2029,17.43,5.90,17.03,19.38,0.00,10.41,0.00,0.00,14.73,17.94,20.97,23.56,27.71,13.50,9.33,18.57,22.23,11.58,0.00,10.91
seq2030,30.02,6.49,14.68,0.00,12.56,13.47,22.73,20.02,19.32,26.12,0.00,18.73,20.60,10.03,8.11,30.49,36.31,0.00,0.00,28.69
seq2031,12.81,6.79,16.92,11.86,32.34,10.85,10.53,26.43,21.82,13.36,0.00,0.00,0.00,0.00,8.79,32.34,30.66,29.08,0.00,27.61
seq2032,21.01,29.85,51.68,15.14,0.00,19.64,35.85,21.93,18.74,23.36,64.35,38.68,31.25,16.43,56.01,8.56,19.28,21.25,0.00,59.18
seq2033,23.28,6.00,0.00,11.42,14.43,7.38,16.91,16.91,14.43,0.00,0.00,15.16,26.41,18.53,16.77,8.23,0.00,15.41,15.03,0.00
seq2034,37.65,8.24,15.05,27.16,20.09,13.02,28.07,32.34,17.65,38.09,53.09,8.86,47.72,37.62,11.69,15.17,49.44,0.00,0.00,15.89
seq2035,14.46,5.62,0.00,0.00,0.00,13.79,27.03,11.46,13.59,25.17,0.00,0.00,0.00,13.79,3.71,13.25,0.00,11.25,0.00,27.03
seq2036,23.75,6.88,26.80,27.91,0.00,10.14,44.02,0.00,0.00,21.11,33.85,17.20,7.12,21.91,7.64,28.80,36.89,20.80,0.00,0.00
seq2037,16.57,9.76,35.58,0.00,29.63,20.83,16.21,16.45,12.15,12.34,0.00,14.97,0.00,0.00,25.93,17.77,9.47,14.79,25.16,22.79
seq2038,0.00,22.62,0.00,0.00,0.00,0.00,0.00,19.02,12.75,7.74,19.79,0.00,19.38,17.49,9.62,6.42,15.82,31.02,21.82,0.00
seq2039,26.08,28.13,18.38,29.73,25.09,27.47,34.91,13.14,18.25,35.89,25.32,23.13,10.12,12.90,11.43,23.06,43.77,0.00,0.00,0.00
seq2040,22.08,43.28,18.56,21.26,19.96,40.23,39.61,14.65,26.94,16.11,31.56,12.01,42.71,30.34,45.51,26.24,43.33,18.94,0.00,43.97
seq2041,0.00,5.79,0.00,16.03,21.32,6.30,17.79,19.32,14.85,16.90,0.00,0.00,28.38,0.00,4.74,0.00,17.21,16.15,0.00,15.21
seq2042,18.57,5.83,29.37,16.57,12.85,10.61,0.00,26.17,0.00,7.59,0.00,15.62,20.17,0.00,8.27,33.03,17.43,0.00,0.00,16.74
seq2043,33.53,10.28,0.00,28.84,52.09,52.09,48.45,35.59,8.55,28.09,0.00,29.78,11.66,6.86,21.28,0.00,16.87,23.83,48.45,0.00
seq2044,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,24.04,0.00,0.00,17.84,3.37,0.00,4.87,12.96,12.96,0.00,12.50,0.00
seq2045,13.44,9.59,29.25,19.71,32.20,11.53,26.30,18.78,27.94,28.98,47.10,18.78,19.53,0.00,18.98,16.31,26.43,23.22,0.00,17.43
seq2046,0.00,6.40,0.00,0.00,0.00,8.70,0.00,11.18,17.13,11.95,24.39,10.25,30.49,20.73,18.52,18.07,24.12,17.32,0.00,19.95
seq2047,36.89,7.80,0.00,18.93,13.16,13.86,22.11,12.09,11.57,18.61,0.00,22.22,32.46,15.96,11.44,42.11,19.78,0.00,0.00,33.85
seq2048,0.00,6.82,0.00,17.85,12.93,11.72,14.12,19.88,10.87,0.00,30.98,37.30,25.64,0.00,19.74,12.47,0.00,35.58,28.37,18.44
seq2049,34.90,8.31,48.02,31.30,14.26,17.44,13.81,16.65,18.72,20.37,26.26,13.63,18.78,31.14,12.44,22.57,31.30,0.00,0.00,19.88
seq2050,34.57,8.94,30.08,43.66,16.63,15.25,15.66,17.37,11.14,19.10,20.11,14.79,19.48,37.35,33.80,24.79,25.85,0.00,0.00,23.70
seq2051,16.98,8.80,0.00,10.46,26.73,10.93,0.00,13.44,15.96,16.45,0.00,35.84,35.84,40.20,16.02,19.71,17.46,29.25,31.14,43.49
seq2052,13.32,6.38,0.00,13.64,9.64,13.12,40.02,20.98,10.76,18.93,25.26,14.20,0.00,10.47,25.13,0.00,14.82,0.00,0.00,36.31
seq2053,0.00,9.46,28.80,11.26,28.80,13.16,18.89,25.82,10.78,10.65,22.62,0.00,26.84,22.28,9.21,11.86,36.89,0.00,0.00,34.09
seq2054,45.38,12.77,0.00,8.59,0.00,33.56,20.89,0.00,8.80,26.05,36.82,24.49,28.62,56.21,15.16,17.39,12.12,17.12,30.08,20.84
seq2055,0.00,28.81,42.39,15.57,67.33,33.95,24.79,31.60,11.72,12.37,29.04,29.21,57.41,41.34,48.93,16.17,37.10,9.51,0.00,20.68
seq2056,20.54,10.14,0.00,15.92,45.40,26.08,0.00,15.43,11.66,11.22,0.00,26.65,16.72,13.21,10.98,20.71,31.94,0.00,33.64,12.75
seq2057,24.88,10.65,35.68,18.81,56.02,18.69,50.00,42.62,11.16,20.36,51.67,11.67,0.00,28.82,19.95,12.41,18.14,20.51,29.54,0.00
seq2058,26.80,7.85,20.27,15.96,0.00,24.48,21.87,25.07,12.31,12.89,33.85,10.83,18.89,44.02,17.47,0.00,11.02,19.02,0.00,28.80
seq2059,0.00,9.11,18.27,24.67,22.10,19.70,19.58,15.55,13.33,32.42,0.00,26.98,20.50,10.47,21.52,45.25,16.78,39.22,0.00,18.18
seq2060,26.90,9.11,15.44,0.00,17.40,15.44,39.84,33.96,15.48,25.70,10.07,15.57,21.60,0.00,29.27,16.13,14.31,12.41,0.00,24.02
seq2061,52.42,8.34,20.98,26.27,16.12,16.84,0.00,0.00,15.78,22.98,41.68,0.00,14.40,25.29,18.49,29.08,20.55,15.12,50.68,21.81
seq2062,21.01,12.70,34.76,34.96,16.53,12.57,34.54,28.35,30.28,9.77,69.01,37.32,15.90,35.21,18.17,24.52,14.30,19.57,0.00,18.84
seq2063,22.54,47.15,21.17,17.67,40.14,15.08,0.00,33.43,16.34,30.17,64.57,56.99,27.32,22.83,42.63,25.68,47.03,22.87,60.04,76.56
seq2064,13.97,49.08,25.67,16.48,29.92,16.97,0.00,32.27,31.10,37.52,93.01,57.64,13.39,15.90,47.05,29.67,33.67,22.20,0.00,45.12
seq2065,16.59,49.85,26.99,23.63,35.14,16.47,68.06,45.79,40.40,12.30,48.61,0.00,54.93,15.08,28.14,13.53,16.69,26.24,0.00,52.61
seq2066,18.04,50.80,21.40,25.22,42.60,42.87,0.00,39.74,46.27,25.99,85.01,61.84,25.67,14.27,41.94,19.22,21.23,14.67,0.00,81.15
seq2067,0.00,3.61,23.04,0.00,11.71,15.44,0.00,13.12,9.38,8.71,0.00,9.54,16.64,0.00,0.00,12.71,20.21,0.00,0.00,0.00
seq2068,30.49,6.53,0.00,20.73,19.95,8.70,0.00,12.82,14.74,14.53,25.41,22.32,0.00,27.76,17.23,9.90,9.38,29.23,20.29,33.61
seq2069,0.00,6.53,0.00,0.00,19.95,8.06,0.00,14.62,20.97,15.07,0.00,32.62,10.31,20.02,17.08,37.12,8.61,14.82,20.29,0.00
seq2070,0.00,8.23,0.00,18.27,16.09,12.20,21.15,23.36,22.36,19.51,0.00,20.68,20.17,26.26,11.25,22.94,13.24,26.02,0.00,12.22
seq2071,33.02,8.23,20.68,12.98,22.21,12.20,11.47,0.00,14.53,24.54,35.77,23.02,18.67,0.00,18.80,21.33,15.24,26.02,28.52,0.00
seq2072,31.51,7.46,0.00,28.80,31.51,11.40,14.76,0.00,25.15,22.44,0.00,33.85,16.84,29.93,11.46,12.70,0.00,35.33,0.00,12.05
seq2073,14.00,6.67,25.11,12.69,17.07,14.00,42.02,21.57,9.92,9.32,27.02,0.00,28.11,0.00,12.05,21.11,10.98,0.00,0.00,38.30
seq2074,21.38,23.11,34.23,40.03,37.78,27.25,28.03,24.54,11.66,59.59,0.00,16.83,17.05,35.36,16.76,13.48,28.75,12.30,57.88,33.97
seq2075,16.73,20.65,27.69,19.54,42.46,34.01,42.46,34.52,13.88,19.24,26.71,25.78,51.78,23.85,23.06,30.96,32.96,21.61,0.00,20.04
seq2076,33.43,20.65,58.07,19.94,25.36,17.19,45.28,28.39,24.63,19.04,41.51,26.66,31.01,20.46,19.80,15.32,15.58,26.96,63.72,31.74
seq2077,59.37,14.89,38.36,20.25,21.78,16.77,0.00,17.02,13.74,15.72,53.29,49.70,23.05,33.45,28.50,13.84,54.74,23.02,19.17,34.93
seq2078,25.94,23.70,84.01,20.94,19.45,13.51,32.92,49.34,17.43,23.95,41.60,34.89,36.24,47.59,20.25,20.04,17.31,28.55,37.86,42.29
seq2079,33.68,8.05,20.40,23.24,13.02,38.85,28.85,11.69,23.85,13.27,61.02,21.95,20.05,20.47,18.79,40.33,17.28,13.39,0.00,59.08
seq2080,41.67,9.56,39.45,0.00,17.84,17.33,30.34,35.62,18.14,19.10,21.83,25.30,36.19,30.40,21.01,15.55,20.11,17.39,31.18,41.67
seq2081,44.32,19.18,24.77,25.47,40.60,16.47,71.32,26.81,14.35,32.80,52.80,43.47,27.92,41.04,29.30,28.74,31.04,9.85,52.17,59.80
seq2082,28.54,21.79,29.65,23.85,47.78,22.14,47.01,22.43,32.08,10.06,82.06,45.29,33.64,35.65,17.82,37.04,26.89,20.85,43.41,63.01
seq2083,10.57,8.28,24.27,11.73,34.81,0.00,28.52,16.80,14.26,44.10,23.96,21.15,0.00,38.85,8.61,33.02,25.35,29.52,24.60,14.59
seq2084,0.00,9.90,51.93,28.36,22.40,16.57,52.93,20.26,19.56,20.86,46.28,24.36,25.29,65.55,0.00,13.81,14.20,32.62,38.31,18.33
seq2085,23.33,15.73,22.91,20.77,21.32,30.77,41.49,43.79,13.72,20.40,19.93,29.79,30.87,61.95,21.39,67.73,18.49,12.60,0.00,0.00
seq2086,18.42,16.60,0.00,35.89,12.47,21.73,35.70,15.67,29.15,14.23,60.02,19.90,17.97,16.05,15.65,32.79,16.32,30.03,0.00,30.08
seq2087,32.73,19.64,26.44,41.56,28.99,15.78,35.56,32.23,33.35,33.72,38.82,33.35,23.88,42.37,25.79,26.48,19.36,18.44,45.08,35.54
seq2088,46.07,7.06,11.60,24.04,36.49,15.13,19.59,18.09,14.02,0.00,0.00,19.45,16.57,16.20,29.09,49.44,0.00,20.11,31.66,31.75
seq2089,17.05,7.28,15.26,0.00,9.94,11.16,0.00,8.95,0.00,3.69,17.05,0.00,0.00,0.00,11.16,0.00,7.17,6.12,0.00,0.00
seq2090,15.56,27.35,33.15,18.11,51.98,42.45,24.70,25.82,18.99,18.97,81.48,52.44,18.53,16.61,33.07,19.73,28.95,19.89,53.05,18.82
seq2091,16.40,13.92,19.28,40.09,33.80,15.25,0.00,18.30,24.57,14.35,45.47,17.75,28.09,27.57,46.25,11.06,20.26,6.94,28.09,31.80
seq2092,20.39,43.54,15.11,33.22,73.28,47.13,33.95,21.57,21.08,10.06,44.80,33.86,22.55,40.80,40.99,13.65,27.32,27.84,0.00,19.99
seq2093,16.92,0.00,11.76,26.92,34.33,8.49,0.00,14.18,16.97,14.66,0.00,0.00,16.03,14.00,14.19,10.81,0.00,10.61,31.64,0.00
seq2094,17.95,7.08,19.50,0.00,11.46,10.00,0.00,0.00,14.78,21.66,0.00,24.28,0.00,19.56,23.07,18.77,21.88,18.31,0.00,21.26
seq2095,16.99,15.06,34.27,0.00,0.00,16.00,89.01,22.80,13.36,13.81,71.43,27.43,16.07,35.70,40.77,30.10,19.62,16.64,0.00,26.97
seq2096,0.00,0.00,18.54,7.39,6.50,14.54,17.04,0.00,22.04,15.71,0.00,12.71,6.32,0.00,8.09,7.90,16.09,13.54,11.21,0.00
seq2097,9.77,0.00,8.44,23.14,29.37,17.97,0.00,17.03,13.39,13.68,21.03,32.14,18.14,18.57,16.74,17.14,21.03,9.85,0.00,0.00
seq2098,0.00,9.62,0.00,0.00,12.77,10.05,0.00,0.00,0.00,15.14,0.00,18.23,6.65,0.00,0.00,3.44,10.29,12.95,8.48,0.00
seq2099,19.55,19.55,26.78,34.87,20.90,26.37,23.97,13.66,15.11,12.31,68.01,17.80,24.72,23.04,23.10,31.99,13.43,17.32,44.87,35.28
seq2100,20.60,15.85,19.75,22.57,43.82,25.21,50.74,14.59,28.73,19.02,22.70,28.63,29.48,24.70,18.75,45.08,22.58,30.19,33.27,47.78
seq2101,55.21,13.12,28.03,13.56,0.00,19.22,24.92,11.75,10.13,37.35,0.00,0.00,28.42,44.42,22.91,19.59,30.00,32.16,48.39,37.93
seq2102,0.00,7.64,22.89,16.49,43.11,27.66,20.07,17.61,16.40,13.84,0.00,15.51,39.53,37.87,12.20,24.39,20.20,28.64,33.40,19.76
seq2103,23.85,7.93,0.00,9.40,27.66,19.24,30.85,23.20,18.30,9.98,12.93,19.69,42.11,28.64,23.19,17.61,0.00,21.24,0.00,11.64
seq2104,16.01,46.04,19.62,20.02,22.68,19.06,38.02,15.17,11.01,13.99,65.23,24.48,45.85,32.62,35.23,48.97,29.69,14.62,46.56,31.43
seq2105,22.11,7.17,30.98,16.58,23.33,16.79,32.89,25.93,17.61,9.02,0.00,19.25,10.00,0.00,24.76,26.84,38.25,14.40,0.00,18.98
seq2106,27.76,6.14,35.32,39.02,13.97,10.62,0.00,0.00,8.22,13.23,25.41,24.39,17.23,0.00,11.59,11.87,15.90,32.00,39.02,23.46
seq2107,6.49,0.00,29.63,15.36,16.24,32.98,0.00,24.07,5.92,13.90,0.00,9.78,19.83,0.00,0.00,8.41,37.30,27.21,22.50,0.00
seq2108,10.37,0.00,21.80,22.36,47.05,21.95,0.00,17.23,11.10,13.13,23.33,24.59,32.56,28.09,28.02,27.70,29.47,23.80,53.09,28.07
seq2109,13.41,9.29,25.27,42.38,36.55,15.38,47.78,20.79,21.33,29.08,0.00,10.82,32.29,32.92,50.55,23.52,22.80,19.30,39.29,13.44
seq2110,22.03,5.94,0.00,23.14,29.31,12.41,0.00,24.36,0.00,17.69,0.00,17.89,12.15,0.00,6.63,22.03,12.86,0.00,0.00,9.58
seq2111,14.19,28.63,31.35,40.31,41.73,20.91,21.19,23.22,7.92,22.51,29.42,24.61,43.13,22.05,76.30,25.79,41.95,19.40,44.73,47.89
seq2112,6.67,7.07,0.00,2.92,0.00,0.00,0.00,7.50,0.00,4.79,0.00,11.33,0.00,0.00,3.69,13.07,0.00,0.00,0.00,9.87
seq2113,11.70,0.00,4.76,11.59,16.19,0.00,0.00,0.00,0.00,7.16,21.06,14.15,22.65,0.00,0.00,31.02,0.00,25.70,29.30,20.02
seq2114,5.69,0.00,0.00,0.00,11.08,7.08,0.00,0.00,5.54,4.10,6.15,8.00,0.00,0.00,0.00,6.92,0.00,0.00,5.69,0.00
seq2115,15.92,22.98,22.15,23.72,27.31,22.23,15.26,19.56,12.28,33.02,0.00,22.62,23.58,14.03,22.86,38.37,33.07,26.39,0.00,32.09
seq2116,12.44,0.00,3.44,21.69,28.44,0.00,0.00,0.00,0.00,6.72,27.22,31.30,22.65,37.70,0.00,30.65,44.26,25.70,29.30,41.51
seq2117,4.35,0.00,0.00,0.00,14.78,12.71,0.00,9.22,7.59,8.05,0.00,13.54,11.21,0.00,0.00,18.23,8.26,0.00,20.21,0.00
seq2118,13.13,0.00,30.61,44.81,0.00,8.93,34.81,13.91,52.39,23.01,79.01,28.86,0.00,13.09,14.72,0.00,13.80,16.12,72.26,0.00
seq2119,15.92,11.32,18.67,64.02,35.35,15.68,32.28,18.70,26.02,26.06,25.58,40.17,22.95,22.32,42.74,11.82,13.27,17.30,0.00,0.00
seq2120,0.00,6.53,0.00,0.00,4.36,0.00,0.00,0.00,0.00,8.67,0.00,0.00,4.07,0.00,8.10,0.00,0.00,6.67,4.64,0.00
seq2121,16.77,0.00,27.69,24.34,31.46,7.33,24.38,11.11,11.64,26.43,21.62,30.16,23.10,14.73,21.82,30.90,27.02,22.23,39.06,27.10
seq2122,0.00,0.00,0.00,0.00,10.81,0.00,0.00,4.93,0.00,7.31,0.00,10.81,0.00,6.00,3.10,0.00,0.00,0.00,6.53,0.00
seq2123,7.86,21.04,0.00,0.00,0.00,2.59,11.91,8.59,3.05,9.15,0.00,0.00,0.00,17.57,0.00,0.00,0.00,0.00,0.00,0.00
seq2124,0.00,0.00,0.00,10.47,8.00,7.31,5.56,13.29,3.85,0.00,0.00,0.00,8.59,13.29,0.00,5.07,0.00,0.00,0.00,0.00
seq2125,4.24,0.00,0.00,0.00,13.68,5.94,0.00,7.76,10.47,4.81,0.00,12.32,8.95,0.00,0.00,0.00,0.00,0.00,9.47,0.00
seq2126,0.00,0.00,0.00,0.00,4.35,7.41,0.00,0.00,5.20,5.39,0.00,0.00,17.05,0.00,7.94,0.00,0.00,0.00,0.00,13.68
seq2127,0.00,0.00,11.14,11.14,6.57,9.05,0.00,8.76,6.61,8.32,0.00,0.00,0.00,0.00,11.75,0.00,0.00,0.00,0.00,20.05
seq2128,2.44,0.00,0.00,0.00,0.00,4.74,0.00,2.31,2.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
seq2129,9.66,0.00,0.00,0.00,21.37,8.11,0.00,13.96,6.32,8.58,0.00,0.00,17.77,0.00,0.00,0.00,13.46,11.79,26.17,0.00
seq2130,18.96,0.00,0.00,0.00,17.58,8.04,0.00,7.12,6.77,5.65,0.00,14.35,17.58,0.00,0.00,8.79,7.46,0.00,22.19,0.00
seq2131,9.23,0.00,0.00,0.00,13.65,9.50,0.00,12.70,10.74,13.50,0.00,10.52,0.00,14.78,0.00,10.23,10.19,10.61,16.59,0.00
seq2132,8.24,0.00,0.00,0.00,17.58,0.00,0.00,12.72,5.14,5.74,0.00,0.00,17.58,0.00,0.00,6.14,7.46,10.80,0.00,0.00
seq2133,7.05,0.00,18.05,0.00,4.72,0.00,0.00,9.65,6.71,16.25,0.00,0.00,0.00,12.05,0.00,4.00,0.00,10.74,18.05,0.00
seq2134,7.29,0.00,0.00,0.00,18.52,0.00,0.00,14.88,4.57,9.52,0.00,0.00,8.73,0.00,0.00,10.80,13.58,12.50,23.19,0.00
seq2135,8.64,0.00,0.00,0.00,18.52,0.00,0.00,14.88,2.74,11.27,0.00,0.00,19.93,0.00,0.00,10.88,6.56,12.80,23.19,0.00
seq2136,6.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.69,5.21,0.00,0.00,0.00,0.00,0.00,7.06,8.95,0.00,0.00,0.00
seq2137,9.87,0.00,0.00,0.00,0.00,11.33,0.00,0.00,2.18,7.07,0.00,0.00,0.00,0.00,0.00,5.69,0.00,5.08,0.00,7.73
seq2138,9.38,0.00,0.00,6.36,0.00,12.07,0.00,4.77,0.00,6.18,0.00,0.00,6.36,0.00,0.00,0.00,0.00,6.93,10.36,6.07
seq2139,2.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.07,2.58,0.00,0.00,0.00,0.00,0.00,1.56,0.00,0.00,0.00,0.00
seq2140,2.90,0.00,0.00,0.00,0.00,7.08,5.42,6.08,0.00,4.55,0.00,0.00,0.00,0.00,2.89,0.00,0.00,0.00,0.00,0.00
