ID,PAAC2_A,PAAC2_C,PAAC2_D,PAAC2_E,PAAC2_F,PAAC2_G,PAAC2_H,PAAC2_I,PAAC2_K,PAAC2_L,PAAC2_M,PAAC2_N,PAAC2_P,PAAC2_Q,PAAC2_R,PAAC2_S,PAAC2_T,PAAC2_V,PAAC2_W,PAAC2_Y,PAAC2_lam1,PAAC2_lam2
seq1706,0.0,4.8906,3.2604,2.4453,4.0755,7.3359,0.0,2.4453,5.7057,0.0,1.6302,0.8151,4.8906,0.0,4.0755,1.6302,0.8151,7.3359,0.0,4.0755,0.0896,0.0953
seq1707,4.2326,5.0791,3.3861,5.0791,5.0791,2.5396,3.3861,9.3117,6.7722,4.2326,1.693,3.3861,3.3861,2.5396,1.693,6.7722,0.8465,0.0,0.0,0.0,0.0709,0.0826
seq1708,2.5414,5.0829,4.2357,5.0829,2.5414,4.2357,5.0829,4.2357,2.5414,5.93,0.0,2.5414,2.5414,1.6943,4.2357,4.2357,4.2357,5.0829,0.8471,0.8471,0.0768,0.076
seq1709,2.4288,4.8576,2.4288,0.8096,3.2384,3.2384,0.0,1.6192,1.6192,0.0,0.0,0.0,2.4288,0.8096,5.6672,5.6672,0.8096,4.048,0.0,3.2384,0.0888,0.1016
seq1710,1.6266,5.6932,4.0666,1.6266,1.6266,4.8799,0.8133,0.8133,5.6932,1.6266,2.4399,3.2532,4.8799,0.0,4.8799,4.8799,1.6266,1.6266,0.8133,0.8133,0.0958,0.0908
seq1711,0.8061,6.4487,4.0305,1.6122,1.6122,4.8365,0.0,1.6122,7.2548,1.6122,1.6122,1.6122,4.8365,1.6122,3.2244,1.6122,2.4183,2.4183,1.6122,1.6122,0.0954,0.0985
seq1712,1.6589,6.6358,0.8295,4.9768,2.4884,6.6358,0.8295,2.4884,6.6358,1.6589,1.6589,7.4652,3.3179,0.8295,4.9768,0.8295,0.8295,4.1474,0.0,0.0,0.0875,0.083
seq1713,2.5272,6.7391,3.3696,0.0,2.5272,3.3696,0.8424,0.8424,4.212,3.3696,0.8424,5.0544,3.3696,3.3696,4.212,2.5272,2.5272,0.8424,0.0,0.8424,0.0817,0.0759
seq1714,2.3942,6.3844,1.5961,4.7883,3.1922,3.1922,1.5961,3.1922,8.7786,0.0,0.0,3.1922,3.1922,1.5961,3.9903,2.3942,1.5961,4.7883,0.7981,2.3942,0.1026,0.0993
seq1715,0.0,6.9365,3.4683,2.6012,0.8671,2.6012,2.6012,0.8671,7.8036,4.3353,2.6012,1.7341,0.8671,3.4683,0.8671,3.4683,5.2024,1.7341,0.0,2.6012,0.066,0.0669
seq1716,0.0,6.6854,3.3427,4.1784,2.507,3.3427,2.507,1.6713,7.521,3.3427,1.6713,3.3427,0.0,0.0,3.3427,1.6713,3.3427,0.8357,0.0,1.6713,0.0847,0.0796
seq1717,0.8374,6.6996,2.5123,6.6996,1.6749,4.1872,1.6749,0.8374,9.2119,2.5123,0.8374,2.5123,2.5123,1.6749,2.5123,4.1872,0.8374,2.5123,0.8374,2.5123,0.0815,0.0811
seq1718,2.5663,6.8435,2.5663,4.2772,2.5663,2.5663,1.7109,0.8554,8.5544,2.5663,0.8554,3.4217,5.9881,4.2772,1.7109,2.5663,2.5663,0.8554,0.8554,1.7109,0.0738,0.0707
seq1719,1.6732,6.6927,4.1829,2.5098,2.5098,6.6927,0.8366,1.6732,5.0195,2.5098,0.8366,1.6732,2.5098,0.8366,1.6732,3.3463,0.8366,3.3463,0.0,0.8366,0.0694,0.094
seq1720,1.6414,4.9243,4.1036,1.6414,2.4622,6.5658,0.8207,2.4622,4.9243,3.2829,2.4622,4.1036,1.6414,0.0,3.2829,1.6414,0.8207,2.4622,0.0,0.8207,0.0854,0.0939
seq1721,0.8436,6.7485,4.2178,1.6871,2.5307,5.9049,3.3742,0.8436,9.2792,3.3742,0.8436,4.2178,4.2178,0.8436,3.3742,1.6871,3.3742,2.5307,0.8436,0.8436,0.0756,0.0808
seq1722,2.5077,6.6873,5.0155,2.5077,2.5077,4.1796,0.8359,2.5077,6.6873,3.3437,0.0,2.5077,2.5077,3.3437,5.8514,5.0155,2.5077,0.8359,0.8359,1.6718,0.0836,0.0805
seq1723,0.0,6.5731,2.4649,0.0,2.4649,8.2164,0.8216,0.0,6.5731,2.4649,2.4649,0.8216,2.4649,3.2866,3.2866,0.8216,5.7515,1.6433,0.8216,1.6433,0.0895,0.0888
seq1724,0.0,6.6271,4.1419,3.3135,1.6568,9.9406,0.8284,1.6568,2.4852,4.9703,0.8284,1.6568,5.7987,0.0,4.9703,4.9703,4.1419,0.0,1.6568,2.4852,0.0872,0.0844
seq1725,1.6543,6.6172,1.6543,3.3086,1.6543,5.79,0.8271,2.4814,4.9629,3.3086,0.0,5.79,5.79,0.0,4.9629,5.79,2.4814,1.6543,2.4814,0.8271,0.0905,0.0823
seq1726,3.3879,8.4699,4.2349,5.0819,3.3879,2.541,0.847,0.847,3.3879,3.3879,1.694,4.2349,6.7759,2.541,5.9289,5.0819,5.9289,3.3879,0.0,0.847,0.0723,0.0807
seq1727,3.3701,6.7402,3.3701,4.2126,4.2126,2.5276,2.5276,0.0,2.5276,2.5276,2.5276,5.8977,4.2126,0.8425,3.3701,3.3701,3.3701,1.685,0.8425,1.685,0.0765,0.081
seq1728,1.74,6.9599,4.3499,0.87,2.61,2.61,0.87,0.0,5.2199,4.3499,0.87,3.48,4.3499,0.87,1.74,6.9599,3.48,2.61,0.87,0.87,0.0584,0.0716
seq1729,1.7527,7.0108,2.6291,1.7527,0.8764,3.5054,0.0,2.6291,1.7527,4.3818,1.7527,7.8872,7.0108,4.3818,2.6291,7.8872,1.7527,2.6291,1.7527,0.0,0.0561,0.0676
seq1730,1.6749,6.6996,4.1873,3.3498,1.6749,0.8375,0.0,4.1873,1.6749,3.3498,4.1873,4.1873,5.0247,1.6749,5.0247,5.8622,2.5124,2.5124,1.6749,0.8375,0.084,0.0786
seq1731,1.7272,6.909,3.4545,1.7272,0.8636,3.4545,0.8636,2.5909,3.4545,6.0453,3.4545,4.3181,5.1817,0.8636,2.5909,7.7726,2.5909,0.0,1.7272,1.7272,0.0624,0.07400000000000001
seq1732,1.6701,6.6804,4.1752,1.6701,0.835,3.3402,0.835,1.6701,3.3402,5.0103,0.835,2.5051,4.1752,3.3402,5.0103,5.0103,1.6701,1.6701,2.5051,0.835,0.0729,0.0921
seq1733,0.0,7.5277,5.8548,0.8364,1.6728,1.6728,0.0,1.6728,2.5092,3.3456,0.0,3.3456,5.8548,3.3456,5.0184,1.6728,6.6913,0.0,1.6728,2.5092,0.0761,0.0875
seq1734,0.823,6.5839,4.1149,0.823,0.823,3.2919,1.646,1.646,7.4068,3.2919,0.823,3.2919,3.2919,3.2919,5.7609,0.0,1.646,1.646,0.0,3.2919,0.08800000000000001,0.08900000000000001
seq1735,2.5525,6.8067,2.5525,0.8508,0.8508,2.5525,1.7017,1.7017,5.9559,4.2542,0.8508,4.2542,4.2542,3.4034,4.2542,2.5525,4.2542,1.7017,0.8508,1.7017,0.07200000000000001,0.0772
seq1736,0.8375,6.7002,4.1876,3.3501,0.8375,4.1876,3.3501,5.8627,5.0251,3.3501,0.0,0.8375,5.8627,1.675,3.3501,2.5126,4.1876,5.8627,0.8375,2.5126,0.0852,0.0773
seq1737,4.3801,7.8842,4.3801,2.6281,0.0,1.752,1.752,3.5041,1.752,3.5041,2.6281,6.1321,1.752,3.5041,1.752,3.5041,2.6281,4.3801,0.0,2.6281,0.0673,0.0567
seq1738,0.8311,4.9865,6.6487,2.4932,1.6622,2.4932,0.8311,0.8311,4.1554,0.8311,0.8311,2.4932,1.6622,0.0,4.9865,4.1554,0.8311,2.4932,0.0,3.3243,0.0888,0.0801
seq1739,2.4945,5.8204,3.3259,1.663,0.8315,3.3259,3.3259,0.8315,3.3259,4.1574,0.8315,2.4945,4.9889,1.663,4.9889,2.4945,0.8315,2.4945,0.0,2.4945,0.0829,0.0856
seq1740,5.7784,4.9529,3.3019,3.3019,3.3019,4.1274,0.0,1.651,1.651,2.4764,0.0,3.3019,2.4764,1.651,4.1274,2.4764,1.651,1.651,0.0,0.0,0.08,0.0945
seq1741,4.1592,4.991,2.4955,1.6637,1.6637,4.991,1.6637,0.8318,1.6637,3.3273,0.0,3.3273,1.6637,4.1592,4.991,1.6637,4.1592,1.6637,0.0,0.8318,0.0828,0.0854
seq1742,2.5304,5.0607,4.2173,3.3738,1.6869,4.2173,0.0,4.2173,3.3738,4.2173,0.0,2.5304,1.6869,2.5304,3.3738,2.5304,2.5304,2.5304,0.0,0.8435,0.0701,0.0864
seq1743,1.7472,13.1041,5.2416,2.6208,0.0,8.7361,0.8736,0.8736,5.2416,1.7472,2.6208,8.7361,6.9888,4.368,2.6208,6.9888,2.6208,5.2416,0.0,2.6208,0.0698,0.0566
seq1744,1.6967,11.8766,4.2416,4.2416,0.8483,5.09,0.8483,2.545,4.2416,0.8483,2.545,3.3933,4.2416,0.0,3.3933,0.0,3.3933,2.545,0.0,2.545,0.083,0.0687
seq1745,1.7126,10.2753,4.2814,5.9939,0.8563,4.2814,0.8563,4.2814,5.1377,2.5688,1.7126,4.2814,3.4251,0.0,1.7126,0.8563,3.4251,1.7126,0.0,2.5688,0.071,0.0727
seq1746,0.0,6.9685,3.4842,4.3553,0.0,4.3553,2.6132,1.7421,2.6132,1.7421,0.8711,3.4842,1.7421,2.6132,1.7421,4.3553,3.4842,3.4842,0.8711,3.4842,0.0701,0.0588
seq1747,0.0,6.9612,1.7403,3.4806,0.0,5.2209,1.7403,1.7403,2.6104,3.4806,0.0,2.6104,4.3507,1.7403,1.7403,2.6104,3.4806,2.6104,0.0,1.7403,0.0654,0.0644
seq1748,1.6581,5.8032,4.1451,3.3161,2.4871,1.6581,1.6581,3.3161,3.3161,1.6581,0.0,3.3161,2.4871,4.9742,4.9742,3.3161,1.6581,4.1451,0.0,0.0,0.0804,0.0906
seq1749,1.6868,11.8077,2.5302,3.3736,2.5302,1.6868,0.8434,4.2171,4.2171,0.8434,0.0,3.3736,6.7473,3.3736,4.2171,4.2171,4.2171,3.3736,0.8434,2.5302,0.0772,0.0794
seq1750,0.0,6.6744,2.5029,0.8343,0.8343,3.3372,1.6686,3.3372,0.0,0.8343,1.6686,3.3372,1.6686,2.5029,5.8401,4.1715,5.0058,1.6686,0.0,0.0,0.0825,0.0832
seq1751,0.8625,8.6248,1.725,3.4499,2.5875,2.5875,3.4499,0.8625,2.5875,0.8625,0.8625,1.725,5.1749,6.0374,4.3124,6.0374,0.0,2.5875,0.0,2.5875,0.0661,0.0714
seq1752,1.6458,6.5833,3.2917,0.8229,0.8229,3.2917,0.0,0.8229,1.6458,3.2917,1.6458,0.0,3.2917,2.4687,4.9375,3.2917,0.8229,1.6458,0.0,0.8229,0.0859,0.0912
seq1753,1.7168,6.8671,4.2919,1.7168,2.5752,2.5752,0.8584,2.5752,3.4335,0.8584,0.8584,2.5752,3.4335,0.8584,1.7168,4.2919,0.8584,1.7168,0.0,0.8584,0.0704,0.0712
seq1754,3.2072,6.4143,3.2072,3.2072,1.6036,3.2072,1.6036,1.6036,4.0089,1.6036,0.0,0.8018,2.4054,0.0,4.0089,1.6036,1.6036,2.4054,0.8018,0.8018,0.0932,0.1051
seq1755,2.5605,6.828,7.6815,0.8535,1.707,4.2675,2.5605,0.0,2.5605,2.5605,1.707,2.5605,2.5605,0.0,2.5605,1.707,2.5605,2.5605,0.0,0.0,0.0741,0.0724
seq1756,0.0,6.6179,3.309,4.1362,2.4817,3.309,0.8272,0.8272,1.6545,1.6545,1.6545,0.8272,2.4817,0.8272,4.9634,3.309,2.4817,2.4817,0.0,4.9634,0.0961,0.0767
seq1757,0.8408,6.7267,2.5225,1.6817,1.6817,5.8858,1.6817,1.6817,3.3633,3.3633,0.0,0.8408,2.5225,1.6817,2.5225,5.8858,0.8408,1.6817,0.0,1.6817,0.0819,0.0773
seq1758,0.0,6.8853,2.582,2.582,1.7213,4.3033,1.7213,1.7213,2.582,2.582,0.8607,2.582,1.7213,0.0,0.8607,3.4427,1.7213,4.3033,0.0,0.0,0.0645,0.0748
seq1759,2.6056,6.9483,1.7371,0.8685,0.8685,1.7371,2.6056,3.4742,2.6056,0.8685,0.0,4.3427,3.4742,1.7371,0.8685,0.8685,3.4742,1.7371,0.0,0.8685,0.0677,0.0637
seq1760,0.0,4.923,5.7435,2.4615,3.282,2.4615,1.641,0.8205,2.4615,0.0,0.8205,0.0,3.282,0.8205,4.1025,0.8205,0.8205,1.641,0.0,2.4615,0.1079,0.0717
seq1761,0.8396,5.0379,1.6793,2.5189,0.8396,5.0379,0.8396,2.5189,3.3586,0.8396,0.0,0.8396,5.8775,0.8396,2.5189,2.5189,3.3586,1.6793,0.8396,4.1982,0.0812,0.0791
seq1762,0.8721,10.465,2.6163,0.8721,1.7442,8.7208,0.8721,1.7442,1.7442,0.8721,1.7442,6.1046,2.6163,2.6163,0.8721,4.3604,2.6163,4.3604,1.7442,1.7442,0.0611,0.0668
seq1763,1.7391,8.6956,3.4783,2.6087,3.4783,3.4783,2.6087,1.7391,5.2174,1.7391,0.0,2.6087,6.0869,1.7391,2.6087,3.4783,6.9565,1.7391,0.0,0.0,0.0648,0.0657
seq1764,1.6904,8.4519,5.0712,4.226,0.0,5.9164,0.8452,3.3808,5.0712,4.226,0.0,5.9164,3.3808,1.6904,4.226,2.5356,1.6904,2.5356,0.0,1.6904,0.0754,0.0794
seq1765,0.8439,6.751,4.2194,1.6877,0.0,0.8439,2.5316,2.5316,4.2194,1.6877,1.6877,2.5316,1.6877,0.0,2.5316,3.3755,1.6877,0.0,0.0,1.6877,0.0886,0.0675
seq1766,3.3894,6.7789,1.6947,5.0842,0.8474,3.3894,0.8474,2.5421,5.0842,1.6947,0.8474,2.5421,0.8474,0.0,1.6947,0.8474,5.0842,2.5421,0.0,0.0,0.0908,0.0618
seq1767,3.3772,3.3772,1.6886,1.6886,1.6886,4.2215,1.6886,0.8443,5.0658,5.0658,0.8443,1.6886,3.3772,1.6886,4.2215,0.8443,4.2215,1.6886,0.0,0.8443,0.0832,0.0725
seq1768,3.4484,10.3452,6.8968,4.3105,0.0,1.7242,3.4484,3.4484,4.3105,3.4484,0.0,1.7242,4.3105,1.7242,1.7242,2.5863,4.3105,3.4484,0.0,2.5863,0.0802,0.0577
seq1769,1.6703,5.0108,3.3406,2.5054,0.8351,1.6703,0.8351,1.6703,4.1757,1.6703,0.0,0.0,1.6703,1.6703,3.3406,3.3406,4.1757,3.3406,0.0,1.6703,0.0808,0.084
seq1770,0.8512,8.5118,4.2559,2.5535,0.8512,5.9583,0.0,2.5535,4.2559,4.2559,2.5535,1.7024,5.1071,0.8512,2.5535,6.8095,2.5535,0.8512,0.8512,2.5535,0.0694,0.0794
seq1771,0.0,9.1539,4.1609,4.1609,3.3287,5.8252,0.8322,2.4965,4.1609,3.3287,0.0,3.3287,2.4965,0.0,3.3287,4.1609,1.6644,0.0,1.6644,0.8322,0.0881,0.0797
seq1772,0.8625,10.3506,5.1753,0.8625,2.5876,2.5876,4.3127,0.8625,6.0378,4.3127,2.5876,4.3127,1.7251,1.7251,3.4502,6.0378,6.9004,3.4502,0.8625,2.5876,0.0726,0.0649
seq1773,1.7307,10.3842,4.3267,0.8653,0.8653,3.4614,0.8653,1.7307,4.3267,7.7881,1.7307,4.3267,4.3267,1.7307,3.4614,3.4614,9.5188,2.596,0.0,3.4614,0.0785,0.0561
seq1774,2.6429,10.5718,1.762,1.762,0.0,2.6429,0.881,4.4049,5.2859,3.5239,0.0,1.762,3.5239,6.1669,0.881,8.8098,3.5239,5.2859,0.0,0.881,0.0599,0.0591
seq1775,1.7161,10.2969,4.2904,2.5742,1.7161,7.7227,4.2904,4.2904,0.8581,0.8581,0.0,3.4323,3.4323,1.7161,3.4323,4.2904,2.5742,5.1484,0.0,0.0,0.0721,0.0698
seq1776,0.0,5.1842,0.0,0.0,6.0482,0.0,1.7281,6.0482,0.864,5.1842,0.864,1.7281,0.864,0.0,4.3202,6.0482,3.4561,4.3202,0.0,2.5921,0.0687,0.0672
seq1777,1.763,7.0519,3.526,0.0,0.8815,1.763,0.0,3.526,2.6445,3.526,0.0,1.763,4.4075,2.6445,0.8815,2.6445,0.8815,0.8815,0.8815,0.8815,0.0629,0.0556
seq1778,1.6794,8.3972,3.3589,2.5192,0.8397,2.5192,0.8397,3.3589,4.1986,3.3589,0.8397,4.1986,3.3589,1.6794,2.5192,4.1986,1.6794,3.3589,1.6794,2.5192,0.0833,0.077
seq1779,2.5503,10.2011,3.4004,2.5503,0.8501,0.8501,1.7002,5.1005,5.1005,2.5503,0.8501,5.9506,2.5503,3.4004,4.2504,4.2504,3.4004,2.5503,0.0,3.4004,0.0786,0.0713
seq1780,3.455,8.6375,2.5912,2.5912,1.7275,5.1825,0.8637,3.455,6.91,3.455,1.7275,3.455,6.0462,0.0,0.8637,4.3187,4.3187,3.455,0.0,5.1825,0.076,0.0602
seq1781,1.6795,5.0384,2.5192,2.5192,0.0,0.8397,2.5192,2.5192,3.3589,0.8397,1.6795,3.3589,4.1987,2.5192,1.6795,4.1987,0.8397,4.1987,2.5192,3.3589,0.0769,0.0834
seq1782,1.6893,6.7573,2.534,0.8447,0.0,2.534,0.0,4.2233,4.2233,1.6893,0.8447,0.8447,5.0679,0.8447,4.2233,4.2233,4.2233,1.6893,0.0,1.6893,0.0707,0.0847
seq1783,0.0,3.4818,1.7409,3.4818,4.3523,0.8705,0.8705,1.7409,0.8705,7.8341,0.0,0.0,1.7409,1.7409,0.0,6.0932,1.7409,2.6114,0.8705,3.4818,0.0629,0.0667
seq1784,1.672,5.8522,4.1801,2.5081,2.5081,1.672,3.3441,5.0161,1.672,10.8683,0.836,2.5081,0.836,1.672,5.0161,5.8522,2.5081,5.8522,0.0,4.1801,0.0837,0.0803
seq1785,1.6901,5.9153,2.5351,2.5351,0.845,3.3802,2.5351,3.3802,4.2252,1.6901,3.3802,1.6901,5.0703,0.845,1.6901,2.5351,3.3802,2.5351,1.6901,1.6901,0.0778,0.0771
seq1786,0.8508,6.8064,3.4032,3.4032,1.7016,3.4032,0.8508,1.7016,2.5524,0.8508,0.0,1.7016,1.7016,0.0,0.8508,3.4032,3.4032,1.7016,0.0,3.4032,0.0721,0.0771
seq1787,2.4651,4.9302,0.0,1.6434,6.5736,1.6434,2.4651,7.3953,4.1085,6.5736,0.8217,3.2868,0.8217,0.0,7.3953,10.6821,4.1085,4.1085,0.0,3.2868,0.0879,0.0904
seq1788,1.6429,0.0,0.0,0.8214,0.0,2.4643,0.8214,0.0,4.1072,0.0,0.0,0.8214,0.8214,1.6429,1.6429,1.6429,0.8214,1.6429,0.0,0.0,0.106,0.0725
seq1789,2.6465,0.0,2.6465,1.7644,0.0,1.7644,0.0,0.8822,6.1752,0.0,0.0,2.6465,2.6465,1.7644,1.7644,3.5287,0.8822,1.7644,0.0,0.8822,0.0635,0.0543
seq1790,0.8494,0.0,0.0,0.8494,0.0,3.3975,0.8494,0.8494,5.0963,0.0,0.0,1.6988,1.6988,0.0,0.8494,1.6988,1.6988,0.0,0.0,0.0,0.1072,0.0434
seq1791,0.0,0.0,0.0,0.8451,0.8451,4.2254,0.0,0.0,5.9155,1.6902,0.0,1.6902,2.5352,0.0,0.8451,2.5352,0.8451,0.8451,0.0,0.0,0.0603,0.0947
seq1792,0.0,0.0,1.5886,0.0,0.0,3.1771,0.0,0.7943,2.3828,0.7943,1.5886,1.5886,0.7943,0.7943,2.3828,2.3828,0.0,2.3828,0.0,0.7943,0.0851,0.1206
seq1793,0.8241,0.0,0.0,0.0,0.0,1.6483,0.0,0.8241,0.0,0.8241,0.0,1.6483,4.1206,0.8241,4.1206,1.6483,0.8241,0.8241,0.0,0.8241,0.0826,0.0933
seq1794,1.7191,0.0,0.0,0.0,0.0,5.1574,0.0,0.0,2.5787,0.0,0.0,1.7191,0.0,1.7191,0.8596,2.5787,1.7191,1.7191,0.0,0.0,0.0642,0.0762
seq1795,2.4546,0.0,0.8182,0.8182,1.6364,6.5456,0.0,0.8182,1.6364,0.8182,0.0,1.6364,0.8182,0.8182,0.0,1.6364,2.4546,3.2728,1.6364,1.6364,0.0902,0.0916
seq1796,1.7712,5.3135,0.0,0.8856,0.0,3.5423,0.0,3.5423,0.8856,0.0,0.0,1.7712,0.8856,0.0,0.8856,3.5423,0.0,1.7712,0.8856,0.8856,0.0607,0.0537
seq1797,1.8122,5.4366,0.9061,0.9061,0.9061,2.7183,0.0,0.0,0.9061,2.7183,0.0,0.9061,0.9061,0.0,0.0,1.8122,3.6244,1.8122,0.0,0.9061,0.0458,0.0481
seq1798,0.0,3.2895,4.1119,7.4013,1.6447,0.8224,0.0,0.8224,2.4671,0.8224,1.6447,0.8224,0.0,4.9342,4.1119,3.2895,0.8224,0.8224,0.8224,1.6447,0.0893,0.0883
seq1799,1.8018,5.4055,0.0,0.9009,0.0,1.8018,0.0,2.7027,1.8018,1.8018,0.0,1.8018,1.8018,0.0,0.0,1.8018,1.8018,1.8018,0.0,1.8018,0.0504,0.0487
seq1800,3.4605,10.3815,2.5954,4.3256,3.4605,1.7303,0.8651,2.5954,9.5164,4.3256,0.0,5.1908,6.921,3.4605,0.8651,10.3815,3.4605,5.1908,0.0,3.4605,0.0633,0.0716
seq1801,7.7792,6.9149,0.8644,0.8644,0.8644,8.6436,0.0,5.1861,4.3218,4.3218,0.8644,8.6436,4.3218,3.4574,3.4574,6.0505,5.1861,6.0505,0.0,0.8644,0.0661,0.0696
seq1802,4.7255,6.3007,2.3628,0.0,3.1503,3.9379,0.0,5.5131,0.7876,7.0883,0.0,8.6635,7.0883,2.3628,14.9642,0.0,3.1503,6.3007,1.5752,1.5752,0.1031,0.1093
seq1803,0.0,0.9221,0.9221,0.9221,0.0,0.0,0.9221,0.0,0.0,0.9221,0.0,1.8442,0.0,0.9221,0.0,6.4547,1.8442,0.9221,0.0,0.9221,0.0373,0.0406
seq1804,0.8717,1.7435,1.7435,2.6152,0.0,0.8717,0.0,0.0,0.8717,2.6152,0.0,0.0,0.8717,0.8717,0.0,2.6152,1.7435,0.0,0.0,0.0,0.0727,0.0556
seq1805,0.0,0.0,0.0,0.9032,0.0,0.9032,0.9032,1.8063,0.0,0.9032,0.0,0.0,0.0,2.7095,0.9032,5.4189,0.0,0.9032,0.0,0.0,0.0474,0.0494
seq1806,3.4412,6.8823,4.3015,0.8603,0.0,7.7426,1.7206,5.1618,3.4412,5.1618,0.8603,8.6029,5.1618,4.3015,3.4412,6.8823,2.5809,5.1618,0.0,2.5809,0.0743,0.0654
seq1807,4.2736,6.8378,1.7095,2.5642,3.4189,6.8378,0.8547,1.7095,5.9831,5.9831,2.5642,3.4189,4.2736,1.7095,3.4189,6.8378,2.5642,5.1284,0.0,0.8547,0.0721,0.0731
seq1808,15.6505,6.9558,1.7389,0.0,0.0,7.8252,0.0,5.2168,1.7389,2.6084,0.0,6.0863,3.4779,1.7389,5.2168,12.1726,4.3474,4.3474,0.0,1.7389,0.0668,0.0637
seq1809,11.1784,6.879,2.5796,0.0,0.0,7.7389,0.8599,5.1593,6.0191,4.2994,0.0,6.0191,3.4395,0.8599,4.2994,8.5988,3.4395,4.2994,0.0,1.7198,0.073,0.0672
seq1810,13.8099,6.9049,2.5894,0.0,0.0,6.9049,0.0,6.9049,4.3156,1.7262,0.0,4.3156,5.1787,1.7262,4.3156,9.4943,3.4525,4.3156,0.0,1.7262,0.0669,0.07
seq1811,10.6315,7.0877,0.886,0.0,0.886,7.9737,0.886,2.6579,7.0877,4.4298,0.886,9.7456,3.5438,2.6579,0.886,6.2017,6.2017,7.0877,0.0,1.7719,0.059000000000000004,0.0551
seq1812,0.0,0.0,0.7872,0.0,0.7872,1.5745,0.0,2.3617,1.5745,0.0,0.0,0.7872,0.0,0.0,0.7872,0.7872,0.7872,3.1489,0.0,0.0,0.0804,0.1323
seq1813,0.0,0.0,0.8723,0.0,2.6169,0.8723,0.0,0.8723,0.0,0.0,0.0,0.8723,0.8723,0.8723,0.0,1.7446,0.0,1.7446,0.0,0.0,0.0655,0.0623
seq1814,3.3156,0.0,0.8289,0.0,0.0,2.4867,0.0,1.6578,4.1445,4.1445,0.0,0.8289,0.8289,1.6578,0.8289,2.4867,0.0,0.0,0.0,1.6578,0.0807,0.0904
seq1815,1.6347,0.0,0.0,0.8173,1.6347,0.8173,0.0,0.0,0.8173,0.0,0.0,0.0,3.2694,0.0,1.6347,0.0,0.8173,0.8173,0.0,0.0,0.0964,0.0862
seq1816,0.8147,0.8147,0.0,1.6294,0.8147,0.8147,0.0,2.4441,2.4441,1.6294,0.0,0.8147,1.6294,0.0,1.6294,0.0,1.6294,0.8147,0.0,0.0,0.0839,0.1014
seq1817,1.6878,2.5316,0.8439,0.8439,0.0,0.0,0.0,0.0,5.9072,2.5316,0.0,0.8439,0.8439,0.0,0.0,0.0,0.8439,0.0,0.0,0.8439,0.09300000000000001,0.0631
seq1818,0.0,0.0,0.8368,1.6737,1.6737,0.8368,0.0,0.8368,0.8368,0.0,0.8368,1.6737,0.0,0.0,0.0,3.3473,0.0,0.8368,0.8368,0.0,0.0851,0.0781
seq1819,2.5824,2.5824,5.1649,5.1649,4.3041,1.7216,0.0,2.5824,6.8865,11.1906,0.8608,1.7216,1.7216,0.0,4.3041,2.5824,2.5824,3.4433,0.0,0.0,0.0629,0.0763
seq1820,2.617,2.617,1.7447,10.4681,5.2341,4.3617,1.7447,0.8723,4.3617,7.8511,3.4894,2.617,1.7447,1.7447,1.7447,3.4894,3.4894,1.7447,0.0,0.0,0.0587,0.0689
seq1821,4.3433,2.606,1.7373,6.9493,2.606,6.0807,0.8687,3.4747,5.212,10.424,1.7373,1.7373,0.8687,0.8687,2.606,1.7373,3.4747,1.7373,0.0,0.0,0.0587,0.0726
seq1822,2.7724,0.0,0.0,0.0,0.9241,2.7724,0.0,2.7724,0.0,1.8483,0.0,0.0,0.9241,0.0,0.0,2.7724,3.6966,0.0,0.0,0.9241,0.0432,0.0327
seq1823,1.8356,0.0,0.0,0.0,0.9178,0.9178,0.9178,0.0,0.9178,6.4246,0.0,0.0,0.9178,0.0,0.0,3.6712,0.0,0.9178,0.0,0.0,0.0371,0.0452
seq1824,2.5625,0.8542,1.7083,6.8334,3.4167,5.125,0.8542,1.7083,4.2708,11.9584,1.7083,0.8542,0.8542,1.7083,4.2708,3.4167,1.7083,0.8542,0.0,0.0,0.0613,0.0846
seq1825,4.2918,0.8584,1.7167,6.8669,4.2918,3.4335,0.0,1.7167,3.4335,6.0086,1.7167,0.0,3.4335,0.8584,2.5751,3.4335,3.4335,4.2918,0.0,0.0,0.068,0.0736
seq1826,5.1295,2.5647,3.4197,7.6942,3.4197,3.4197,0.0,1.7098,5.1295,6.8393,2.5647,2.5647,2.5647,0.8549,4.2746,2.5647,0.8549,0.8549,0.0,0.0,0.0679,0.0772
seq1827,3.3443,2.5082,2.5082,6.6886,3.3443,4.1804,0.0,0.8361,5.0164,6.6886,1.6721,0.8361,1.6721,0.8361,3.3443,3.3443,2.5082,1.6721,0.8361,0.8361,0.0693,0.0946
seq1828,6.751,2.5316,2.5316,5.9071,4.2194,5.0632,0.8439,2.5316,8.4387,10.1265,1.6877,3.3755,0.0,1.6877,1.6877,2.5316,2.5316,1.6877,0.0,0.0,0.0668,0.0893
seq1829,0.8279,0.0,0.0,0.0,1.6558,1.6558,0.0,2.4837,0.0,1.6558,0.0,2.4837,0.0,0.0,0.8279,2.4837,0.0,0.8279,0.0,0.0,0.07400000000000001,0.0981
seq1830,2.4621,0.0,1.6414,0.0,1.6414,2.4621,0.0,0.8207,3.2829,2.4621,0.0,1.6414,0.0,0.0,0.0,1.6414,0.8207,0.8207,0.0,0.0,0.0851,0.0942
